"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"177257","105165-Prestige Ivy Terraces","Red","B10","22/08/23","CfO-Renewal","Granted","217179","11/07/24","W-344240","W-344240","30/06/26","72048--11/07/2024"
"223240","39848-Toit Breweries Private Limited","Orange","BR3","06/07/24","HWM-Fresh","Granted","234494","11/07/24","344239","344239","30/09/28","72047--11/07/2024"
"236744","215574-Gel Frost Packs Kalyani Enterprises","Green","B03","05/07/24","CfO-Fresh","Granted","234627","11/07/24","W-127993","W-127993","31/12/37","72046--11/07/2024"
"235897","22399-Monier Roofing Pvt. Ltd.,","Orange","B02","01/07/24","CfE-Expand","Granted","234386","11/07/24","CTE-344238","CTE-344238","31/12/28","72044--11/07/2024"
"190748","84274-M/s. Monarch Serenity","Red","B08","15/11/23","CfO-Renewal","Granted","219062","11/07/24","W-344235","W-344235","30/06/27","72040--11/07/2024"
"236204","212652-Harshal Control Systems Pvt Ltd","Orange","B01","05/07/24","CfO-Fresh","Granted","234463","11/07/24","AW-344234","AW-344234","30/09/33","72039--11/07/2024"
"223928","80251-M\s. Royal Agro Processors","Orange","KWR","05/07/24","CfO-Renewal","Granted","234466","10/07/24","AW-344231","AW-344231","30/09/33","72036--10/07/2024"
"222090","99674-Ms Ncc Limited","Orange","KWR","25/03/24","CfO-Renewal","Granted","222430","10/07/24","AW-344230","AW-344230","30/09/30","72035--10/07/2024"
"237054","99406-Midmac Orchid","Orange","KWR","04/07/24","CfO-Fresh","Granted","234434","10/07/24","AW-344229","AW-344229","30/09/33","72034--10/07/2024"
"219776","39967-Shapoorji Pallonji & Co Pvt Ltd","Orange","KWR","29/06/24","CfE-Expand","Granted","234350","10/07/24","CTE-344228","CTE-344228","09/07/29","72033--10/07/2024"
"235560","214587-Sanjeevini Mahila Vikasa Seva Sangha","Green","GUL","07/06/24","CfO-Fresh","Granted","234622","10/07/24","AW-127990","AW-127990","31/12/38","72032--10/07/2024"
"225425","42420-Drn Hospitalities Pvt Ltd","Orange","KWR","04/07/24","CfO-Fresh","Granted","234430","10/07/24","AW-344227","AW-344227","30/09/32","72031--10/07/2024"
"224021","213275-Rbd Shelters Llp","Orange","B10","24/06/24","CfE-Fresh","Granted","234195","10/07/24","CTE-344225","CTE-344225","23/06/29","72028--10/07/2024"
"222863","41317-Fab Tool Industries","Orange","B10","28/05/24","CfO-Renewal","Granted","233661","10/07/24","AW-344224","AW-344224","30/09/26","72027--10/07/2024"
"235997","214941-Rukmini Industries","Green","MY2","18/06/24","CfO-Fresh","Granted","234619","10/07/24","AW-127988","AW-127988","31/12/38","72026--10/07/2024"
"189716","131398-Purva Sunflower Apartment Project","Red","B04","14/07/23","CfO-Renewal","Granted","216585","10/07/24","W-344223","W-344223","30/06/26","72024--10/07/2024"
"236602","215437-Accord Precision Components","Green","KLR","10/07/24","CfO-Fresh","Granted","234618","10/07/24","W-127986","W-127986","31/12/38","72023--10/07/2024"
"209697","11386-Chloride Metals Limited","Red","KLR","07/10/23","CfE-Expand","Granted","218235","10/07/24","CTE-344222","CTE-344222","09/07/29","72021--10/07/2024"
"225454","167427-Ramalingam Construction Company Private Ltd","Green","MY2","09/07/24","CfO-Fresh","Granted","234607","10/07/24","AW-127984","AW-127984","31/12/38","72020--10/07/2024"
"168104","132578-Astro Rosewood Regency Apartment Owners Cooperative Society Limited","Red","B07","07/02/23","CfO-Renewal","Granted","213949","10/07/24","W-344221","W-344221","30/06/27","72019--10/07/2024"
"170163","23572-Blue Line Foods( India) Pvt. Ltd.,","Orange","MNG","03/06/23","CfO-Renewal","Granted","215211","10/07/24","AW-344220","AW-344220","30/09/32","72018--10/07/2024"
"225437","214440-Z B Granules","Green","KLR","10/07/24","CfO-Fresh","Granted","234613","10/07/24","W-127983","W-127983","09/07/23","72016--10/07/2024"
"206006","80676-Ms. Suguna Upper Crest Owners Association","Red","B09","18/07/23","CfO-Renewal","Granted","216370","10/07/24","W-344219","W-344219","30/06/28","72017--10/07/2024"
"236957","215748-Ms Golden Rocks Hallow Bricks","Green","CRG","10/07/24","CfO-Renewal","Granted","234614","10/07/24","AW-127981","AW-127981","31/12/38","72014--10/07/2024"
"236638","137019-Santhoshimatha Edible Oils Refinery Pvt Ltd","Orange","MNG","08/07/24","CfO-Fresh","Granted","234532","10/07/24","AW-344218","AW-344218","30/09/33","72013--10/07/2024"
"225406","214438-Bharath Briquetted Fuel Industries","Green","KLR","10/07/24","CfO-Fresh","Granted","234611","10/07/24","W-127980","W-127980","31/12/38","72012--10/07/2024"
"235842","214612- Infinity Builders And Constructions","Green","B10","10/07/24","CfE-Fresh","Granted","234606","10/07/24","CTE-127978","CTE-127978","09/07/29","72009--10/07/2024"
"236683","107271-Proposed Commercial Complex Pranav Shetty","Orange","MNG","08/07/24","CfO-Fresh","Granted","234539","10/07/24","AW-344215","AW-344215","30/09/33","72007--10/07/2024"
"210415","180201- Alpine Pyramid Association Apartment","Red","B08","15/11/23","CfO-Renewal","Granted","219064","10/07/24","W-344216","W-344216","30/06/28","72008--10/07/2024"
"236607","178138-Sher Logistics Park Private Limited","Orange","KLR","08/07/24","CfO-Fresh","Granted","234525","10/07/24","AW-344214","AW-344214","30/09/33","72006--10/07/2024"
"205662","165646-Sobha Palladian Owner Association","Red","B10","04/08/23","CfO-Renewal","Granted","216775","10/07/24","W-344213","W-344213","30/06/28","72005--10/07/2024"
"237346","178772-N Somashekar Stone Crusher (Previously Sun Rock Stone Crusher),","Orange","KLR","08/07/24","CfO-Fresh","Granted","234527","10/07/24","AW-344212","AW-344212","30/09/33","72004--10/07/2024"
"224220","212616-K.O.P. Rock Sand","Orange","KLR","26/06/24","CfE-Fresh","Granted","234291","10/07/24","CTE-344211","CTE-344211","25/06/29","72003--10/07/2024"
"222059","37155-United Motors","Orange","B04","08/05/24","CfO-Renewal","Granted","223276","10/07/24","AW-344210","AW-344210","30/09/32","72002--10/07/2024"
