"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"45047","42448-Ms Korvi Activated Earths","Orange","GUL","27/09/18","CfO-Renewal","Granted","138315","30/11/18","AW-308720","AW-308720","30/06/23","14889--30/11/2018"
"28160","20877-Etco Denim Pvt Ltd","Red","BJR","15/11/18","HWM-Renewal","Granted","139219","30/11/18","308719","308719","30/06/21","14888--30/11/2018"
"30074","10675-Gokak Sugars Ltd.","Red","BE2","05/10/18","HWM-Renewal","Granted","138494","30/11/18","308718","308718","30/06/21","14887--30/11/2018"
"32954","41886-Rang","Red","RMN","20/08/18","CfO-Renewal","Granted","117420","30/11/18","AW-308717","AW-308717","30/06/23","14886--30/11/2018"
"30799","10032-Visaka Industries Limited","Red","TMK","03/07/18","HWM-Renewal","Granted","95904","30/11/18","308716","308716","30/06/21","14885--30/11/2018"
"32952","13993-Padamchand Milapchand Jain","Red","BE2","04/10/18","HWM-Renewal","Granted","138484","30/11/18","308715","308715","30/06/21","14884--30/11/2018"
"33872","42534-Construction Of R&D Wing Namely Advanced Polymer Design & Development Research L","Orange","B08","19/11/18","CfE-Fresh","Granted","139303","30/11/18","CTE-308714","CTE-308714","30/09/23","14883--30/11/2018"
"33476","42260-Ms Anand Group","Orange","B07","22/08/18","CfE-Fresh","Granted","117651","30/11/18","CTE-308713","CTE-308713","29/11/23","14882--30/11/2018"
"45302","53728-Navanidhi Developers And Builders Pvt Ltd","Red","RMN","11/10/18","CfE-Fresh","Granted","138629","30/11/18","CTE-308712","CTE-308712","29/11/23","14881--30/11/2018"
"65621","63958-R L Hoysala Nagar","Red","HAS","03/10/18","CfE-Fresh","Granted","138745","30/11/18","CTE-308711","CTE-308711","29/11/23","14880--30/11/2018"
"33881","32275-Zuventus Healthcare Limited.","Orange","BR3","20/09/18","CfO-Renewal","Granted","118191","30/11/18","AW-308710","AW-308710","30/09/23","14879--30/11/2018"
"33428","33340-Mandovi Motors Pvt Ltd","Orange","B08","26/10/18","HWM-Fresh","Granted","138800","30/11/18","308709","308709","30/09/23","14878--30/11/2018"
"76896","75042-Prestige Estates Projects Limited","Orange","B03","29/11/18","CfO-Fresh","Granted","139546","30/11/18","AW-308708","AW-308708","30/09/23","14877--30/11/2018"
"76866","75000-Ms. Prestige Estates Projects Ltd","Orange","B03","29/11/18","CfO-Fresh","Granted","139539","30/11/18","W-308707","W-308707","30/09/23","14876--30/11/2018"
"65553","63945-Ms. Hydratech Industries India Pvt. Ltd.,","Orange","B11","14/11/18","CfO-Fresh","Granted","139184","30/11/18","AW-107876","AW-107876","31/12/27","14875--30/11/2018"
"31636","40297-Bangalore Enamels, Paints And Chemicals Pvt. Ltd.,","Red","B10","27/07/18","CfO-Renewal","Granted","116711","30/11/18","AW-308706","AW-308706","30/06/22","14874--30/11/2018"
"75954","74255-Software Industry","Green","B05","30/11/18","CfO-Fresh","Granted","139587","30/11/18","AW-107875","AW-107875","31/12/28","14873--30/11/2018"
"65728","33911-Gem Industries","Orange","KLR","29/11/18","CfO-Renewal","Granted","139564","30/11/18","AW-308705","AW-308705","30/09/23","14872--30/11/2018"
