"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"93589","32969-Sonia Organics","Red","B02","18/08/20","HWM-Renewal","Granted","172261","21/09/20","320267","320267","30/06/22","33475--21/09/2020"
"100292","10213-Prakash Sponge Iron and Power Pvt. Ltd.","Red","CDG","30/07/20","CfO-Expand","Granted","171948","21/09/20","AW-320266","AW-320266","30/06/21","33474--21/09/2020"
"95176","30472-Sankhla Industries","Orange","BR3","19/09/20","CfO-Renewal","Granted","172891","21/09/20","AW-320265","AW-320265","30/09/29","33473--21/09/2020"
"104424","86264-DHJS M.Sand and Stone Crusher","Orange","HAS","04/09/20","CfO-Fresh","Granted","172886","21/09/20","AW-320264","AW-320264","30/09/30","33472--21/09/2020"
"104277","87814-Vanaja Concrete Products","Green","MY2","19/09/20","CfE-Fresh","Granted","172906","21/09/20","CTE-114398","CTE-114398","18/09/25","33471--21/09/2020"
"103672","20337-Goan Fresh Marine Exports Pvt Ltd","Orange","UDP","16/09/20","CfO-Renewal","Granted","172836","21/09/20","AW-320263","AW-320263","30/09/29","33470--21/09/2020"
"103704","86639-Sanjeevini Projects","Orange","B10","03/09/20","CfO-Fresh","Granted","172584","21/09/20","AW-320262","AW-320262","30/09/29","33469--21/09/2020"
"103620","22690-Damodhar Chemicals","Orange","UDP","10/09/20","CfO-Renewal","Granted","172721","21/09/20","AW-320261","AW-320261","30/09/28","33468--21/09/2020"
"104083","98346-Kingston Ventures India Private Limited","Orange","B10","19/08/20","CfE-Fresh","Granted","172275","21/09/20","CTE-320260","CTE-320260","18/08/25","33467--21/09/2020"
"95203","81862-Gina Shalom Apartment Owners Welfare Association - Gina Shalom","Orange","B10","24/07/20","CfO-Renewal","Granted","171883","21/09/20","AW-320259","AW-320259","30/09/29","33466--21/09/2020"
"102289","87099-Shree Maheswara Developers","Red","B10","25/06/20","CfO-Fresh","Granted","171339","21/09/20","AW-320257","AW-320257","30/06/25","33464--21/09/2020"
"104990","98818-Sai Krishna Developers","Orange","B09","18/09/20","CfE-Fresh","Granted","172870","21/09/20","CTE-320256","CTE-320256","17/09/25","33463--21/09/2020"
"104690","98621-Charted Housing Pvt Ltd Residential Villas","Orange","B07","07/09/20","CfO-Fresh","Granted","172650","21/09/20","AW-320255","AW-320255","30/09/29","33462--21/09/2020"
"103638","80255-Embassy Crest, M\s. Andhra Networks Limited,","Red","B10","20/07/20","HWM-AutoRenewal","Granted","0","20/09/20","H-114398","H-114398","20/09/25","33461--20/09/2020"
"105198","98932-Hema Malini Plastic","Orange","GUL","19/09/20","CfE-Fresh","Granted","172896","19/09/20","CTE-320254","CTE-320254","18/09/25","33460--19/09/2020"
"104555","81653-Bisleri International Private Limited Bidadi Unit","Green","RMN","19/09/20","CfO-Fresh","Granted","172907","19/09/20","AW-114396","AW-114396","31/12/34","33459--19/09/2020"
"102442","11172-Hindustan Unilever Limited","Green","MNG","18/09/20","HWM-Amendment","Granted","172853","19/09/20","114394","114394","31/12/25","33457--19/09/2020"
"104982","14953-Balaji Stone Crusher","Orange","BE1","10/09/20","CfO-Renewal","Granted","172732","19/09/20","AW-320253","AW-320253","30/09/30","33455--19/09/2020"
"104938","63945-Ms. Hydratech Industries India Pvt. Ltd.,","Orange","B11","15/09/20","CfE-Expand","Granted","172816","19/09/20","CTE-320252","CTE-320252","14/09/25","33454--19/09/2020"
"105012","28914-Arihant Minerals","Orange","BE2","15/09/20","CfE-Expand","Granted","172828","19/09/20","CTE-320250","CTE-320250","24/04/21","33452--19/09/2020"
"104241","98419-Canopy Homes And Holdings Llp","Orange","B04","14/09/20","CfO-Fresh","Granted","172800","19/09/20","AW-320249","AW-320249","30/09/29","33451--19/09/2020"
"102417","87214-Society For Women Developers Rep By Its Secretary Mr. Dananjaya.G","Orange","B08","18/09/20","CfE-Fresh","Granted","172858","19/09/20","CTE-320248","CTE-320248","17/09/25","33450--19/09/2020"
"104456","98359-S M Car Care Centre","Orange","B05","14/09/20","CfO-Fresh","Granted","172766","19/09/20","AW-320247","AW-320247","30/09/30","33449--19/09/2020"
"104955","11683-Harsha Enterprises","Orange","BE1","14/09/20","CfO-Renewal","Granted","172797","19/09/20","AW-320245","AW-320245","30/09/29","33447--19/09/2020"
"104113","98280-Lotus Paradise Elite","Green","MNG","14/09/20","CfE-Fresh","Granted","172899","19/09/20","CTE-114392","CTE-114392","13/09/25","33446--19/09/2020"
"104962","98615-Triveni Cattle Feeds Manufacturing Industry","Orange","BE2","15/09/20","CfE-Fresh","Granted","172827","19/09/20","CTE-320244","CTE-320244","14/09/25","33444--19/09/2020"
"103552","29142-A. S. Denim Creations (Formerly M/s. Sea Stone Apparels)","Orange","B09","31/08/20","CfO-Expand","Granted","172505","19/09/20","W-320243","W-320243","30/09/21","33443--19/09/2020"
"104708","98674-Nadaf Stone Crusher","Orange","BGK","14/09/20","CfE-Fresh","Granted","172802","19/09/20","CTE-320242","CTE-320242","13/09/25","33441--19/09/2020"
"101218","86380-Premier Starch Products Private Limited","Green","B09","19/09/20","CfO-Renewal","Granted","172897","19/09/20","AW-114389","AW-114389","31/12/33","33440--19/09/2020"
"98279","83158-Altius Hospitals Private Limited.","Orange","B08","07/09/20","CfO-Fresh","Granted","172658","19/09/20","AW-320241","AW-320241","30/09/29","33439--19/09/2020"
"103850","81388-Indrajit Industries ,","Green","B11","19/09/20","CfO-Renewal","Granted","172895","19/09/20","AW-114388","AW-114388","31/12/33","33438--19/09/2020"
