"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"27919","11028-Rajesh Exports Limited","Red","B10","21/02/18","CfE-Expand","Granted","93054","28/02/18","CTE-305273","CTE-305273","20/02/23","9374--28/02/2018"
"27417","37654-Kishore Motors","Orange","CKB","05/02/18","CfO-Fresh","Granted","92801","28/02/18","W-305272","W-305272","30/09/22","9373--28/02/2018"
"27703","34910-Trident Auto Enterprises Pvt. Ltd.","Orange","B10","06/02/18","CfE-Fresh","Granted","92824","28/02/18","CTE-305271","CTE-305271","30/09/23","9372--28/02/2018"
"27806","37606-M\s. Victoria Industrial Products.,","Green","B04","28/02/18","CfO-Fresh","Granted","93195","28/02/18","AW-105808","AW-105808","31/12/26","9371--28/02/2018"
"26876","13821-Govardhan Overseas Private Limited","Green","BR2","27/02/18","HWM-Renewal","Granted","93176","28/02/18","105807","105807","31/12/20","9370--28/02/2018"
"28616","37640-Igus(India) Private Limited","Green","B10","24/02/18","CfO-Fresh","Granted","93118","28/02/18","AW-105806","AW-105806","31/12/27","9369--28/02/2018"
"28406","38521-Rythumitra Cold Storage Pvt., Ltd (Unit-2)","Green","RCH","26/02/18","CfE-Expand","Granted","93144","28/02/18","CTE-105805","CTE-105805","25/02/20","9368--28/02/2018"
"28402","38519-Raichur Cold Storage Pvt., Ltd","Green","RCH","26/02/18","CfO-Renewal","Granted","93145","28/02/18","AW-105804","AW-105804","31/12/27","9367--28/02/2018"
"28006","37824-Trimurti Polychem Pvt Ltd","Green","RMN","27/02/18","CfE-Fresh","Granted","93188","28/02/18","CTE-105803","CTE-105803","26/02/23","9366--28/02/2018"
"28838","38859-Bright Electro Strips","Green","RMN","27/02/18","CfO-Fresh","Granted","93187","27/02/18","AW-105802","AW-105802","31/12/27","9365--27/02/2018"
"28841","38858-Bharat Wirestrips","Green","RMN","27/02/18","CfO-Fresh","Granted","93186","27/02/18","AW-105801","AW-105801","31/12/27","9364--27/02/2018"
"28782","38800-M M Granites","Green","BGK","27/02/18","CfO-Renewal","Granted","93184","27/02/18","W-105800","W-105800","31/12/27","9363--27/02/2018"
"27988","37985-Charminar Udyog Industries","Green","BGK","27/02/18","CfO-Renewal","Granted","93183","27/02/18","W-105799","W-105799","31/12/26","9362--27/02/2018"
"28721","31147-Taste Master Flavours Private Limited","Green","KLR","27/02/18","CfO-Fresh","Granted","93180","27/02/18","AW-105798","AW-105798","31/12/27","9361--27/02/2018"
"24480","25746-Elmeasure India Pvt Ltd","Green","B08","16/11/17","CfO-Fresh","Granted","91403","27/02/18","AW-105797","AW-105797","31/12/26","9360--27/02/2018"
"27619","37947-G M Industries","Green","B06","27/02/18","CfO-Fresh","Granted","93179","27/02/18","AW-105796","AW-105796","31/12/26","9359--27/02/2018"
"27392","31722-Mas Furniture","Orange","MY1","26/02/18","CfO-Re Apply","Granted","93156","27/02/18","AW-305270","AW-305270","30/09/22","9358--27/02/2018"
"25403","34527-Scarlet Yamaha Pvt. Ltd.,","Orange","MY1","19/02/18","CfO-Renewal","Granted","93023","27/02/18","W-305269","W-305269","30/09/22","9357--27/02/2018"
"28596","26303-Silver Crest Clothing Private Limited Unit - 4","Green","KLR","26/02/18","HWM-Fresh","Granted","93177","27/02/18","105795","105795","31/12/22","9356--27/02/2018"
"27486","37685-Smco Trade","Green","BR1","12/02/18","CfO-Fresh","Granted","92920","27/02/18","W-105794","W-105794","31/12/27","9355--27/02/2018"
"28350","38366-M\s Kabir Rice Mill","Green","MDY","26/02/18","CfO-Renewal","Granted","93154","27/02/18","A-105793","A-105793","25/02/17","9354--27/02/2018"
"27670","25266-Yunus Cotton Ginners","Green","RCH","27/02/18","CfO-Fresh","Granted","93171","27/02/18","W-105792","W-105792","31/12/27","9353--27/02/2018"
"26526","11045-Mahaveer Industries","Orange","BLY","28/11/17","CfO-Renewal","Granted","92516","27/02/18","AW-305268","AW-305268","30/09/22","9352--27/02/2018"
"20488","31710-Industrial Engineering Instrument","Green","B11","31/07/17","CfO-Renewal","Granted","89906","27/02/18","AW-105791","AW-105791","31/12/26","9351--27/02/2018"
"28898","38910-Madhur Milan Enterprises","Green","B05","27/02/18","CfO-Fresh","Granted","93172","27/02/18","W-105790","W-105790","31/12/27","9350--27/02/2018"
"28003","38018-Ms. Stonex","Green","B09","22/02/18","CfO-Renewal","Granted","93086","27/02/18","AW-105789","AW-105789","31/12/26","9349--27/02/2018"
"28004","19358-Universal Granites","Green","B09","20/02/18","CfO-Renewal","Granted","93087","27/02/18","AW-105788","AW-105788","31/12/26","9348--27/02/2018"
"26904","37210-Sree Uma Maheshwari Granites","Green","B09","16/12/17","CfO-Renewal","Granted","92159","27/02/18","W-105787","W-105787","31/12/27","9347--27/02/2018"
"27464","37774-Country Condo's Ltd","Green","B09","08/01/18","CfO-Renewal","Granted","92555","27/02/18","AW-105786","AW-105786","31/12/27","9346--27/02/2018"
"25337","23881-Garuda Auto Craft Pvt Ltd.,","Orange","B07","24/02/18","CfO-Renewal","Granted","93131","27/02/18","AW-305267","AW-305267","30/09/22","9345--27/02/2018"
"27318","37602-Goldman Sachs Services Private Limited","Orange","B07","15/02/18","CfO-Renewal","Granted","92949","27/02/18","A-305266","A-305266","30/09/22","9344--27/02/2018"
"21618","33482-Shree Shakti Heat Treaters","Orange","B01","19/02/18","CfO-Renewal","Granted","93009","27/02/18","AW-305265","AW-305265","30/09/22","9343--27/02/2018"
