"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"15073","15490-Mahadev Enterprises (Formerly Known As Mahadev Rolling Industries)","Orange","DHW","14/06/16","CfO-Renewal","Granted","85043","05/08/16","AW-300714","AW-300714","13/06/21","1857--05/08/2016"
"17156","28205-M\s Cleanmax Harsha Solar Llp","Green","TMK","05/08/16","CfO-Fresh","Granted","85298","05/08/16","W-102850","W-102850","31/12/25","1856--05/08/2016"
"15763","29672-New Lg Powers","Orange","B06","16/06/16","CfO-Fresh","Granted","84509","05/08/16","W-300713","W-300713","30/09/20","1855--05/08/2016"
"13734","27571-Asha Feeds - Unit-II","Red","DHW","11/04/16","CfE-Fresh","Granted","83318","05/08/16","CTE-300712","CTE-300712","30/06/21","1854--05/08/2016"
"13295","28018-Cargill India Pvt.Ltd.,","Red","DVG","07/04/16","CfO-Renewal","Granted","83274","05/08/16","AWH-300711","AWH-300711","30/06/21","1853--05/08/2016"
"16250","11173-Columbia Asia Hospital Pvt Ltd","Orange","B08","23/07/16","CfO-Renewal","Granted","85009","05/08/16","AW-300710","AW-300710","30/09/21","1852--05/08/2016"
"14628","10603-Ms. Rayen Steels Pvt. Ltd.","Red","BLY","16/05/16","CfO-Renewal","Granted","84348","05/08/16","AWH-300709","AWH-300709","30/06/21","1851--05/08/2016"
"16042","29673-Robo Silicon Pvt. Ltd","Orange","RMN","19/07/16","CfO-Renewal","Granted","84909","05/08/16","AW-300708","AW-300708","30/09/21","1850--05/08/2016"
"16986","30532-The Promenade (Mr Naveen)","Green","MNG","04/08/16","CfE-Fresh","Granted","85279","05/08/16","CTE-102849","CTE-102849","04/12/21","1849--05/08/2016"
"17026","30577-Proposed Residential Apartment (Mr. Sudhin Kumar)","Orange","MNG","04/08/16","CfE-Fresh","Granted","85278","05/08/16","CTE-102848","CTE-102848","04/12/21","1848--05/08/2016"
"17016","30507-Proposed Residential Apartment (Mr Giridhar Shetty)","Green","MNG","04/08/16","CfE-Fresh","Granted","85280","05/08/16","CTE-102847","CTE-102847","04/12/21","1847--05/08/2016"
"14810","28622-Unithem Engineers Private Limited","Orange","B02","14/06/16","CfO-Renewal","Granted","84368","05/08/16","AWH-300707","AWH-300707","30/09/21","1846--05/08/2016"
"17092","30640-M.S.Agro Industries","Green","RCH","04/08/16","CfE-Fresh","Granted","85276","04/08/16","CTE-102846","CTE-102846","03/08/18","1845--04/08/2016"
"17091","30639-Vishal Rice Industries","Green","RCH","04/08/16","CfE-Fresh","Granted","85277","04/08/16","CTE-102845","CTE-102845","03/08/18","1844--04/08/2016"
"14487","10640-Shree Renuka Sugars Ltd, Unit X(Earlier Raibag Ssk Niyamit)","Red","BE2","15/05/16","CfO-Renewal","Granted","83847","04/08/16","AWH-300706","AWH-300706","30/06/21","1843--04/08/2016"
"14015","10312-Shree Renuka Sugars Ltd","Red","BE1","22/04/16","CfO-Renewal","Granted","83435","04/08/16","AWH-300705","AWH-300705","30/06/21","1842--04/08/2016"
"13530","10469-Shree Renuka Sugars Ltd.,","Red","GUL","20/03/16","CfO-Renewal","Granted","82959","04/08/16","AWH-300704","AWH-300704","30/06/21","1841--04/08/2016"
"17137","30665-Sri Maruthi Developers","Green","CKB","04/08/16","CfE-Fresh","Granted","85281","04/08/16","CTE-102844","CTE-102844","03/08/18","1839--04/08/2016"
"16516","30196-Sunrol Oil India","Green","B01","03/08/16","CfO-Fresh","Granted","85256","04/08/16","AW-102843","AW-102843","31/12/25","1838--04/08/2016"
"16278","29862-M.V Enterprises","Green","B01","02/08/16","CfO-Fresh","Granted","85240","04/08/16","W-102842","W-102842","31/12/24","1837--04/08/2016"
