"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"27936","35501-Herbal Farma","Orange","B08","15/02/18","CfO-Renewal","Granted","93163","26/05/18","AW-306286","AW-306286","30/09/22","11138--26/05/2018"
"30605","39951-Bangalore Electricals","Orange","BR3","05/05/18","CfE-Fresh","Granted","95090","26/05/18","CTE-306285","CTE-306285","30/09/23","11137--26/05/2018"
"30773","40272-Rain Bow Die Cast","Orange","B06","25/05/18","CfO-Fresh","Granted","95114","26/05/18","AW-306284","AW-306284","30/09/22","11136--26/05/2018"
"31359","12802-Premier Paint & Allied Products,","Orange","B06","25/05/18","CfO-Renewal","Granted","95113","26/05/18","AW-306283","AW-306283","30/09/23","11135--26/05/2018"
"31080","35424-Apollo Paints, Unit-3","Orange","BR3","26/05/18","CfO-Renewal","Granted","95121","26/05/18","AW-306282","AW-306282","30/09/22","11134--26/05/2018"
"30646","40150-Raikar Minerals and Processing Industries","Red","BGK","24/04/18","CfO-Renewal","Granted","94420","26/05/18","AW-306281","AW-306281","12/03/23","11133--26/05/2018"
"18910","24706-Shringar Engineering & Energy Systems Pvt. Ltd.","Orange","B06","15/12/16","CfO-Fresh","Rejected","87381","26/05/18","AW-AW-103529Rejected","AW-AW-103529Rejected","",""
"21258","10840-Shahi Exports Pvt Ltd.,","Orange","B04","15/12/17","CfE-Expand","Granted","91952","26/05/18","CTE-306280","CTE-306280","14/12/22","11132--26/05/2018"
"16823","10819-Pandavapura Sahakara Sakkare Karkane Ltd.,","Red","MDY","26/07/16","CfO-Renewal","Granted","85351","26/05/18","AW-306279","AW-306279","30/06/21","11131--26/05/2018"
"31350","11200-Indena India Pvt Ltd","Orange","BR2","25/05/18","CfO-Expand","Granted","95100","26/05/18","AW-306278","AW-306278","30/09/21","11130--26/05/2018"
"27589","37222-Turbo Tech Precission Engineering Pvt Ltd","Green","BR3","24/05/18","CfO-Renewal","Granted","95091","26/05/18","AW-306277","AW-306277","30/09/22","11129--26/05/2018"
"31112","31539-Raghavendhra People Tree Hospital","Orange","B06","25/05/18","CfO-Expand","Granted","95104","26/05/18","W-306276","W-306276","30/09/22","11128--26/05/2018"
"25862","16393-Kamath Transforms Pvt Ltd","Orange","BR3","05/05/18","CfO-Renewal","Granted","94714","26/05/18","AW-306275","AW-306275","30/09/22","11127--26/05/2018"
"27701","16956-Kirloskar Electric Company Ltd","Orange","BR3","24/05/18","CfO-Renewal","Granted","95082","25/05/18","AW-306274","AW-306274","30/09/22","11126--25/05/2018"
"25950","35424-Apollo Paints, Unit-3","Orange","BR3","05/05/18","HWM-Renewal","Granted","94713","25/05/18","306273","306273","30/09/22","11125--25/05/2018"
"31275","11667-Greenback Apparels Private Limited","Green","BR2","24/05/18","CfE-Expand","Granted","95077","25/05/18","CTE-306272","CTE-306272","30/09/23","11124--25/05/2018"
"23706","14018-Kurlon Enterprises Limited","Orange","BR3","05/03/18","CfO-Renewal","Granted","93301","25/05/18","AW-306271","AW-306271","30/09/22","11123--25/05/2018"
"31511","40813-Abm Engineers ( Unit-2)","Green","KLR","25/05/18","CfO-Fresh","Granted","95110","25/05/18","AW-106559","AW-106559","31/12/26","11122--25/05/2018"
"30045","39756-Ess Vee Packaging Pvt. Ltd","Green","B05","25/05/18","CfO-Renewal","Granted","95112","25/05/18","AW-106558","AW-106558","31/12/15","11121--25/05/2018"
"30871","36538-Shubham Granites","Green","TMK","25/05/18","CfO-Renewal","Granted","95099","25/05/18","W-106557","W-106557","31/12/27","11120--25/05/2018"
"31002","38291-The Standard Pottery Works (P) Ltd.,","Green","MDY","16/05/18","CfO-Renewal","Granted","95015","25/05/18","AW-106556","AW-106556","31/12/27","11119--25/05/2018"
"28270","38297-M\s Lohitha Laboratories","Red","BLY","21/02/18","CfE-Fresh","Granted","94123","25/05/18","CTE-306270","CTE-306270","20/02/23","11118--25/05/2018"
"28717","37607-M\s. Sri Krishna Hallow Brick","Green","CRG","23/05/18","CfO-Renewal","Granted","95042","25/05/18","AW-106555","AW-106555","31/12/17","11117--25/05/2018"
"28716","37609-Shalimar Coffee Curing Works","Green","CRG","23/05/18","CfO-Renewal","Granted","95045","25/05/18","AW-106554","AW-106554","31/12/27","11116--25/05/2018"
"31335","19736-Prakash Motors","Orange","DVG","18/05/18","CfO-Renewal","Granted","94964","25/05/18","AW-306269","AW-306269","30/09/22","11115--25/05/2018"
"29658","18580-Karur Chiranjeevi Agro Foods","Orange","DVG","19/05/18","CfO-Renewal","Granted","94967","25/05/18","AW-306268","AW-306268","30/09/22","11114--25/05/2018"
"29785","18581-Sri.Parameshwara Rice Mill(Formerly Kgk Rice Mill)","Orange","DVG","17/05/18","CfO-Renewal","Granted","94917","25/05/18","AW-306267","AW-306267","30/09/22","11113--25/05/2018"
"29046","22152-Singarahalli Rice Industries,","Orange","DVG","19/05/18","CfO-Renewal","Granted","94968","25/05/18","AW-306266","AW-306266","30/09/22","11112--25/05/2018"
"31054","40509-Sri Bajarangi Paper Cup","Green","CDG","22/05/18","CfE-Fresh","Granted","95018","24/05/18","CTE-106553","CTE-106553","23/05/22","11111--24/05/2018"
"26283","14554-Bombay Rayon Fashions Limited -Trims Division","Orange","BR2","24/05/18","CfE-Expand","Granted","95066","24/05/18","CTE-306265","CTE-306265","30/09/23","11110--24/05/2018"
"27518","35190-Aum Shakthi Foods","Orange","CDG","17/05/18","CfO-Fresh","Granted","94935","24/05/18","AW-306264","AW-306264","30/09/22","11109--24/05/2018"
"30841","17072-Organic Industries Pvt. Ltd.","Green","BR3","05/05/18","CfE-Expand","Granted","94717","24/05/18","CTE-106552","CTE-106552","04/05/23","11108--24/05/2018"
"29569","37231-Aaradya Builders Contractors And Developers","Green","BE2","24/05/18","CfO-Fresh","Granted","95094","24/05/18","AW-106551","AW-106551","31/12/27","11107--24/05/2018"
"30175","39839-M\s Someshwara Fertilizers & Chemicals (Plastering Sand & Concrete Sand)","Green","MDY","05/05/18","CfE-Fresh","Granted","95029","24/05/18","CTE-106550","CTE-106550","04/05/23","11106--24/05/2018"
"30328","39930-M\s Sri Basaveshwara Samudhaya Bhavana","Green","MDY","16/05/18","CfO-Renewal","Granted","95026","24/05/18","AW-106549","AW-106549","31/12/25","11105--24/05/2018"
"30888","39570-Kurbetti Traders","Green","BE2","24/05/18","CfO-Renewal","Granted","95075","24/05/18","AW-106548","AW-106548","31/12/27","11104--24/05/2018"
"30890","38535-Mahat And Co.","Green","BE2","24/05/18","CfO-Renewal","Granted","95076","24/05/18","AW-106547","AW-106547","31/12/27","11103--24/05/2018"
"30703","40180-Hirachand Chaturchand Diwani Tobacco Processing Unit","Green","BE2","24/05/18","CfO-Renewal","Granted","95074","24/05/18","AW-106546","AW-106546","31/12/27","11102--24/05/2018"
"30699","38534-G.K.Manavi & Sons","Green","BE2","24/05/18","CfO-Renewal","Granted","95072","24/05/18","AW-106545","AW-106545","31/12/27","11101--24/05/2018"
"30867","40015-Pavan Enterprises","Green","YDG","24/05/18","CfE-Fresh","Granted","95071","24/05/18","CTE-106544","CTE-106544","23/05/21","11100--24/05/2018"
"26842","21264-Jer Ring Gears Pvt Ltd","Green","B04","22/03/18","CfO-Renewal","Granted","93727","24/05/18","AW-106543","AW-106543","31/12/27","11099--24/05/2018"
"26894","34300-Ramu's Furniture Paradise","Green","CKB","19/05/18","CfO-Fresh","Granted","94971","24/05/18","AW-106542","AW-106542","31/12/27","11098--24/05/2018"
"27671","37137-Pacific Natura Biotech Pvt Ltd","Orange","TMK","05/05/18","CfE-Fresh","Granted","94710","24/05/18","CTE-306263","CTE-306263","30/09/22","11097--24/05/2018"
"31289","37856-Basappa Multispeciality Hospital","Orange","CDG","17/05/18","CfO-Renewal","Granted","94939","24/05/18","W-306262","W-306262","30/09/21","11096--24/05/2018"
"18871","31503-Bajaj Earths Pvt. Ltd.","Orange","BDR","09/01/17","CfE-Fresh","Granted","87313","24/05/18","CTE-306261","CTE-306261","08/01/22","11095--24/05/2018"
"18986","30548-Gudage Hospital","Orange","BDR","19/12/16","CfO-Fresh","Granted","87072","24/05/18","AW-306260","AW-306260","18/12/19","11094--24/05/2018"
"25281","30590-Machine Shop Division(II),Kirloskar Ferrous Industries .Ltd","Green","KPL","21/05/18","CfO-Fresh","Granted","95061","24/05/18","A-106541","A-106541","31/12/27","11093--24/05/2018"
"30945","40401-IJM (India) Infrastructure Limited (HMP)","Orange","BJR","04/05/18","CfE-Fresh","Granted","94839","24/05/18","CTE-306259","CTE-306259","03/05/23","11092--24/05/2018"
"31006","28658-Air Port Authority Of India","Orange","MY1","07/05/18","CfO-Renewal","Granted","94945","23/05/18","AW-306258","AW-306258","30/09/21","11091--23/05/2018"
"29752","39237-Bangalore Blues Entertainment India (P) Ltd","Orange","B05","21/05/18","CfE-Fresh","Granted","94983","23/05/18","CTE-306257","CTE-306257","30/09/22","11090--23/05/2018"
"30409","32650-Pearl Global Industries Ltd.,","Orange","B11","09/05/18","HWM-Fresh","Granted","94781","23/05/18","306256","306256","30/09/22","11089--23/05/2018"
"30391","39891-Enfros Technologies Private Limited","Green","RMN","23/05/18","CfO-Fresh","Granted","95049","23/05/18","AW-106540","AW-106540","31/12/27","11088--23/05/2018"
"27463","21033-Excel Metal Engineering Pvt Ltd.,","Green","B11","23/05/18","CfO-Expand","Granted","95041","23/05/18","W-106539","W-106539","31/12/24","11087--23/05/2018"
"27176","11899-Shobha Protective Coatings","Red","BE1","31/03/18","CfO-Renewal","Granted","93968","23/05/18","AW-306255","AW-306255","30/06/22","11086--23/05/2018"
"26932","33464-Karanja Industries Pvt. Ltd., (Rubber Division)","Red","BDR","07/03/18","CfE-Expand","Granted","93327","23/05/18","CTE-306254","CTE-306254","30/06/23","11085--23/05/2018"
"26352","27691-Mahindra Aerostructures Private Limited","Red","KLR","15/02/18","CfO-Expand","Granted","92959","23/05/18","AW-306253","AW-306253","30/06/21","11084--23/05/2018"
"29169","32643-Namdhari Animal Genetics Pvt. Ltd","Red","RMN","12/04/18","CfO-Fresh","Granted","94204","23/05/18","AW-306252","AW-306252","30/06/22","11083--23/05/2018"
"31224","40568-Tekcel Automation Pvt Ltd","Green","RMN","23/05/18","CfO-Fresh","Granted","95043","23/05/18","AW-106538","AW-106538","31/12/27","11082--23/05/2018"
"28390","34224-Ms. Aveksha Hospitals Pvt Ltd.,","Orange","B08","30/04/18","CfO-Renewal","Granted","94759","23/05/18","AW-306251","AW-306251","30/09/22","11081--23/05/2018"
"31102","40260-Cubix Infra","Green","BLY","23/05/18","CfE-Fresh","Granted","95040","23/05/18","CTE-106537","CTE-106537","22/05/23","11080--23/05/2018"
"30163","39539-Rolcast India Hitech Engineering Llp","Green","RMN","10/05/18","CfO-Fresh","Granted","94830","23/05/18","AW-106536","AW-106536","31/12/26","11079--23/05/2018"
"18861","18362-K.L.N.Engineering Products Pvt Ltd","Red","B02","16/11/17","CfO-Renewal","Granted","93210","23/05/18","AW-306250","AW-306250","30/06/21","11078--23/05/2018"
"27595","12274-Molex India Pvt. Ltd.,","Orange","B10","02/02/18","CfO-Expand","Granted","92751","23/05/18","AW-306249","AW-306249","30/06/21","11077--23/05/2018"
"29411","38710-Sanwa Diamond Tools Pvt Ltd","Green","B01","23/05/18","CfO-Fresh","Granted","95038","23/05/18","AW-106535","AW-106535","31/12/27","11076--23/05/2018"
"31259","39980-Sri Annapurneshwari Agro Foods","Green","BLY","23/05/18","CfE-Fresh","Granted","95034","23/05/18","CTE-106534","CTE-106534","22/05/23","11075--23/05/2018"
"28588","38700-Shrideep Labs Private Limited","Red","B02","16/03/18","CfO-Fresh","Granted","93583","23/05/18","AW-306248","AW-306248","30/06/21","11074--23/05/2018"
"31258","39926-Sri Bhavani Agro Industries","Green","BLY","23/05/18","CfE-Fresh","Granted","95033","23/05/18","CTE-106533","CTE-106533","22/05/23","11073--23/05/2018"
"23198","13389-Olive Life Sciences Pvt Ltd","Orange","BR3","19/08/17","HWM-Renewal","Granted","90305","23/05/18","306247","306247","30/09/22","11072--23/05/2018"
"23652","20135-Prabhanjanasutha Enterprises","Red","B02","10/02/18","CfO-Renewal","Granted","93614","23/05/18","AW-306246","AW-306246","30/06/22","11071--23/05/2018"
"28875","38896-M\s. Vaman Industries","Green","B08","18/05/18","CfO-Fresh","Granted","95035","23/05/18","W-106532","W-106532","31/12/26","11070--23/05/2018"
"31353","13175-Bright Stone Abrasives","Orange","B06","21/05/18","CfO-Renewal","Granted","95006","23/05/18","AW-306245","AW-306245","30/09/23","11069--23/05/2018"
"23179","16793-Kayess Bright Bars Pvt.Ltd","Red","B02","11/08/17","CfO-Renewal","Granted","90041","23/05/18","W-306244","W-306244","30/06/22","11068--23/05/2018"
"19663","20863-M/s. Jaiwant Industries","Red","KWR","03/03/17","CfO-Fresh","Granted","87913","23/05/18","AW-306243","AW-306243","30/06/22","11067--23/05/2018"
"24414","28202-H&V Advanced Materials (India) Pvt.,Ltd., Unit-1","Red","MY1","17/02/18","CfE-Expand","Granted","92986","23/05/18","CTE-306242","CTE-306242","30/06/23","11066--23/05/2018"
"28183","26173-Nash Industries (I) Pvt Ltd","Orange","BR3","10/04/18","HWM-Fresh","Granted","94970","23/05/18","306241","306241","30/09/22","11065--23/05/2018"
"25451","21363-Cream Line Dairy Products Ltd","Red","MDY","17/03/18","CfO-Renewal","Granted","93609","23/05/18","AW-306240","AW-306240","30/06/22","11064--23/05/2018"
"28434","37656-Novel Nutrients Pvt Ltd","Green","B06","21/05/18","CfE-Fresh","Granted","95007","22/05/18","CTE-106531","CTE-106531","31/12/22","11063--22/05/2018"
"23840","32597-Shahi Exports Pvt.Ltd (Earlier Ms. Global Mode And Accessories Pvt. Ltd)","Orange","CDG","07/10/17","CfE-Expand","Granted","90753","22/05/18","CTE-306239","CTE-306239","30/09/21","11062--22/05/2018"
"30594","40148-Reserve Bank Of India -Office Complex","Orange","B03","14/05/18","CfE-Fresh","Granted","94858","22/05/18","CTE-306238","CTE-306238","13/05/23","11061--22/05/2018"
"28883","36514-Ultra Kleenz Launderette","Orange","MY1","03/04/18","CfO-Fresh","Granted","94799","22/05/18","AW-306237","AW-306237","30/09/22","11060--22/05/2018"
"31456","40754-Vinskopter Private Limited","Green","KLR","22/05/18","CfE-Fresh","Granted","95028","22/05/18","CTE-106530","CTE-106530","21/05/23","11059--22/05/2018"
"28519","33768-Atom Global","Red","B01","14/03/18","CfO-Fresh","Granted","93516","22/05/18","AW-306236","AW-306236","30/06/22","11058--22/05/2018"
"30366","39931-J V Plastic Industries India Pvt Ltd","Green","B02","22/05/18","CfE-Fresh","Granted","95017","22/05/18","CTE-106529","CTE-106529","31/12/20","11057--22/05/2018"
"29581","24093-R. N. Enterprises","Green","B02","22/05/18","CfE-Expand","Granted","95013","22/05/18","CTE-106528","CTE-106528","31/12/20","11056--22/05/2018"
"27707","29531-Shri Prasanna Anjaneya Agro Tech","Orange","RCH","22/05/18","CfO-Fresh","Granted","95021","22/05/18","W-106527","W-106527","31/12/27","11055--22/05/2018"
"27915","29832-Sri Sapthagiri Agro Tech","Orange","RCH","22/05/18","CfO-Fresh","Granted","95020","22/05/18","W-106526","W-106526","31/12/27","11054--22/05/2018"
"27896","29529-Jai Hanuman Rice Industries","Green","RCH","22/05/18","CfO-Fresh","Granted","95019","22/05/18","W-106525","W-106525","31/12/27","11053--22/05/2018"
"27856","37710-Gajanand Rocks (Previously M/s. Sri Nilkantheswara Granite)","Green","KLR","22/05/18","CfO-Fresh","Granted","95011","22/05/18","W-106524","W-106524","31/12/26","11052--22/05/2018"
"29420","39226-M\s Durga Boji Grand","Green","CRG","12/04/18","CfO-Fresh","Granted","94544","22/05/18","AW-106523","AW-106523","31/12/27","11051--22/05/2018"
"29333","39147-M\s Saanvi Enterprises","Green","UDP","22/05/18","CfE-Fresh","Granted","95009","22/05/18","CTE-106522","CTE-106522","21/05/23","11050--22/05/2018"
"30255","11664-Jyothy Fabricare Services Ltd.","Orange","BR2","16/05/18","CfO-Expand","Granted","94910","22/05/18","W-306235","W-306235","30/09/21","11049--22/05/2018"
"30857","40286-S. Subbarao & Associates Pvt.Ltd","Green","B11","21/05/18","CfO-Renewal","Granted","95005","21/05/18","W-106521","W-106521","31/12/25","11048--21/05/2018"
"30265","39763-Sai Fuel Industries","Red","BGK","16/04/18","CfE-Fresh","Granted","94251","21/05/18","CTE-306234","CTE-306234","30/06/23","11047--21/05/2018"
"30583","11901-Pragathi Transmission Pvt Ltd","Green","B11","21/05/18","CfO-Renewal","Granted","94998","21/05/18","AW-106520","AW-106520","31/12/23","11046--21/05/2018"
"28664","38691-Sugar Motors","Orange","MDY","16/04/18","CfO-Renewal","Granted","94739","21/05/18","AW-306233","AW-306233","30/09/22","11045--21/05/2018"
"31053","40420-M\s. Krishna Industries.,","Green","B05","21/05/18","CfO-Fresh","Granted","94996","21/05/18","W-106519","W-106519","31/12/27","11044--21/05/2018"
"27992","36288-Itd Cemindia Jv","Green","B07","08/05/18","CfE-Fresh","Granted","94769","21/05/18","CTE-106518","CTE-106518","07/05/23","11043--21/05/2018"
"28103","28469-Shree Tirumala Agro Tech","Green","RCH","21/05/18","CfO-Fresh","Granted","94985","21/05/18","W-106517","W-106517","31/12/27","11042--21/05/2018"
"27904","30237-Sai Vishnu Agro Industries","Green","RCH","21/05/18","CfO-Fresh","Granted","94986","21/05/18","W-106516","W-106516","31/12/27","11041--21/05/2018"
"27914","28393-Padma Sai Agro Industries","Green","RCH","21/05/18","CfO-Fresh","Granted","94987","21/05/18","W-106515","W-106515","31/12/27","11040--21/05/2018"
