"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"28234","38314-Hegde Industries","Green","B06","05/02/18","CfO-Renewal","Granted","92789","05/02/18","W-105635","W-105635","31/12/26","9010--05/02/2018"
"25613","29060-Shree Granite","Green","B01","05/02/18","CfO-Fresh","Granted","92792","05/02/18","W-105634","W-105634","31/12/26","9009--05/02/2018"
"25037","14271-Diamond Granites(A Unit Of Mb Granites Private Limited)","Green","B01","05/02/18","CfO-Renewal","Granted","92796","05/02/18","W-105633","W-105633","31/12/25","9008--05/02/2018"
"27929","38164-Gunite Technomix","Green","B01","05/02/18","CfO-Fresh","Granted","92782","05/02/18","AW-105632","AW-105632","31/12/27","9007--05/02/2018"
"26911","37198-Sri Siddalingeshwara Rice Mill","Green","MDY","18/01/18","CfO-Renewal","Granted","92459","05/02/18","A-105631","A-105631","31/12/16","9006--05/02/2018"
"28073","37741-Ganesh Saw Mill","Green","B06","02/02/18","CfO-Renewal","Granted","92758","05/02/18","AW-105630","AW-105630","31/12/23","9005--05/02/2018"
"23059","12785-Battery Solutions & Energy Systems Pvt, Ltd. (Formerly B.S Energy Systems),","Red","B06","21/07/17","CfO-Renewal","Granted","89762","05/02/18","AW-305082","AW-305082","30/06/22","9004--05/02/2018"
"27795","33358-Indica Industries Private Limited","Green","BR2","29/01/18","CfE-Fresh","Granted","92648","05/02/18","CTE-105629","CTE-105629","28/01/19","9003--05/02/2018"
"28190","38354-Vijayalakshmi Engineering","Green","B06","05/02/18","CfO-Fresh","Granted","92779","05/02/18","W-105628","W-105628","31/12/26","9002--05/02/2018"
"17703","30801-Sai Cashew","Orange","BE1","19/01/18","CfO-Fresh","Granted","92500","04/02/18","AW-305081","AW-305081","30/09/22","9001--04/02/2018"
"27748","11663-Sai Alloys","Orange","BE1","31/01/18","CfO-Renewal","Granted","92719","04/02/18","AW-305080","AW-305080","30/09/21","9000--04/02/2018"
"27281","11900-M/s. Siddarameshwar Alloys","Orange","BE1","29/01/18","CfO-Renewal","Granted","92661","04/02/18","AW-305079","AW-305079","30/09/21","8999--04/02/2018"
"21115","19555-Atul Casting","Orange","BE1","30/01/18","CfO-Renewal","Granted","92673","04/02/18","AW-305078","AW-305078","30/09/22","8998--04/02/2018"
"25292","13624-Empree Medicaments (India) Pvt. Ltd.,","Orange","BE1","06/01/18","CfO-Renewal","Granted","92302","04/02/18","AW-305077","AW-305077","30/09/22","8997--04/02/2018"
"27146","15008-Model Infra Corporation Ltd., (Formerly Known As Model Buckets And Attachment)","Orange","DHW","22/01/18","CfO-Expand","Granted","92557","04/02/18","AW-305076","AW-305076","30/09/22","8996--04/02/2018"
"27426","31660-Sanjivini Children And Eye Hospital","Orange","BGK","29/01/18","CfO-Renewal","Granted","92643","04/02/18","AW-305075","AW-305075","30/09/22","8995--04/02/2018"
"23113","34229-Shakuntala Memorial Hospital & Research Centre","Orange","DHW","08/08/17","CfO-Fresh","Granted","92190","04/02/18","AW-305074","AW-305074","30/09/19","8994--04/02/2018"
"25943","35006-Nemus Pharmaceuticals Pvt Ltd.,","Orange","DHW","11/12/17","CfO-Fresh","Granted","92297","04/02/18","AW-305073","AW-305073","30/09/21","8993--04/02/2018"
"26834","37192-Raj Infrastructure Development (India) Pvt. Ltd.,(HMP)","Orange","BJR","12/01/18","CfE-Fresh","Granted","92419","03/02/18","CTE-305072","CTE-305072","11/01/23","8992--03/02/2018"
"22147","28526-M\s Siddaganga Cements Pvt Ltd","Red","TMK","21/07/17","CfO-Renewal","Granted","89764","03/02/18","AW-305071","AW-305071","20/07/22","8991--03/02/2018"
"27330","36837-M\s. Kids Clinic India Limited Cloudnine Hospital","Orange","B08","22/01/18","CfO-Fresh","Granted","92564","03/02/18","AW-305070","AW-305070","30/09/22","8990--03/02/2018"
"24685","34538-Sulax Technologies Private Limited","Orange","B01","10/01/18","CfE-Fresh","Granted","92363","03/02/18","CTE-305069","CTE-305069","02/02/23","8989--03/02/2018"
"28336","28148-XgnTestSr05032016","Green","HAS","03/02/18","CfO-Renewal","Granted","92776","03/02/18","AW-105627","AW-105627","02/02/23","8988--03/02/2018"
"23069","10311-Life Line Feeds(India) Pvt. Ltd.,","Orange","CKM","10/08/17","HWM-Fresh","Granted","91472","03/02/18","305068","305068","31/12/21","8987--03/02/2018"
"26464","36753-Taluk General Hospital","Orange","CKM","20/12/17","CfO-Renewal","Granted","92279","03/02/18","AW-305067","AW-305067","30/09/21","8986--03/02/2018"
"25696","23487-Sardar Veneers","Orange","MNG","05/01/18","CfO-Renewal","Granted","92274","03/02/18","AW-305066","AW-305066","30/09/22","8985--03/02/2018"
"26890","37218-Proposed Hotel Cum Lodge Project","Orange","MNG","05/01/18","CfE-Fresh","Granted","92265","03/02/18","CTE-305065","CTE-305065","02/02/23","8984--03/02/2018"
"25847","33107-Aradhya Cashew Indsutries","Orange","UDP","01/01/18","CfO-Re Apply","Granted","92197","03/02/18","AW-305064","AW-305064","30/09/20","8983--03/02/2018"
"26169","34427-Pruthvi Export","Orange","UDP","08/01/18","CfE-Fresh","Granted","92326","03/02/18","CTE-305063","CTE-305063","02/02/23","8982--03/02/2018"
"25636","28215-Ms. Karatagi Refineries Pvt Ltd","Orange","KPL","14/12/17","CfO-Renewal","Granted","91928","03/02/18","AW-305062","AW-305062","30/06/22","8981--03/02/2018"
"27261","22758-Sai Kishen Fisheries Expansion","Orange","UDP","27/12/17","CfO-Re Apply","Granted","92106","03/02/18","AW-305061","AW-305061","30/09/22","8980--03/02/2018"
"18622","31100-Abhijeet Chemicals","Red","BE1","16/01/17","CfE-Fresh","Granted","87385","03/02/18","CTE-305060","CTE-305060","30/06/22","8979--03/02/2018"
"25010","35151-Hcmpsu Ltd.,Birur Milk Chilling Centre","Red","CKM","02/11/17","CfO-Renewal","Granted","92278","03/02/18","AW-305059","AW-305059","30/09/22","8978--03/02/2018"
"23749","33991-M/s. Raichur Koppal Milk Union Limited (UHT Flexi Pack Unit)","Red","KPL","23/10/17","CfE-Fresh","Granted","90969","03/02/18","CTE-305058","CTE-305058","30/06/20","8977--03/02/2018"
"25693","20742-Sarkar Laminates","Orange","MNG","05/01/18","CfO-Renewal","Granted","92273","03/02/18","AW-305057","AW-305057","30/09/22","8976--03/02/2018"
"22205","20296-Super Engineers","Red","MNG","29/12/17","CfO-Renewal","Granted","92149","03/02/18","AW-305056","AW-305056","30/06/22","8975--03/02/2018"
"25449","33163-Sri Vignesh Industries","Orange","UDP","13/11/17","CfO-Re Apply","Granted","91335","03/02/18","AW-305055","AW-305055","30/09/22","8974--03/02/2018"
"15655","23275-Fabionix (India) Pvt. Ltd","Red","RMN","29/07/17","CfO-Renewal","Granted","90873","03/02/18","AW-305054","AW-305054","30/06/21","8973--03/02/2018"
"20816","13689-Century Refineries Pvt Ltd","Red","BR1","25/04/17","CfO-Renewal","Granted","88497","03/02/18","AW-305053","AW-305053","30/06/22","8972--03/02/2018"
"23261","28544-Spectronic Plating Pvt Ltd,Plot No. 108, Sy. No. 101 to 107, Unachur Village,","Red","B08","13/09/17","HWM-Fresh","Granted","90478","03/02/18","305052","305052","12/09/22","8971--03/02/2018"
"27315","37638-Sri Cauvery matha coffee curing works","Green","CRG","30/01/18","CfO-Renewal","Granted","92667","03/02/18","AW-105626","AW-105626","31/12/27","8970--03/02/2018"
"25531","10506-Aspen Infra Padubidri Private Limited","Red","UDP","31/01/18","CfO-Renewal","Rejected","92708","03/02/18","A-Rejected","A-Rejected","",""
"28068","37663-B N Nagangoudar Hot Mix Plant And Wet Mix Plant","Orange","BGK","30/01/18","CfO-Renewal","Granted","92683","02/02/18","AW-305051","AW-305051","30/09/21","8969--02/02/2018"
"27598","36662-Montecarlo Limited","Orange","DHW","20/01/18","CfO-Fresh","Granted","92712","02/02/18","AW-305050","AW-305050","30/09/22","8968--02/02/2018"
"25136","12843-Elegent Drugs Pvt, Ltd.,","Orange","DHW","11/12/17","CfO-Renewal","Granted","92137","02/02/18","AW-305049","AW-305049","30/09/22","8967--02/02/2018"
"27440","37833-ACC Limited","Green","B11","01/02/18","CfE-Fresh","Granted","92741","02/02/18","CTE-105625","CTE-105625","31/01/23","8966--02/02/2018"
"27829","36659-Umapathi Stone Industry (Ready Mix Concrete Plant)","Green","KPL","02/02/18","CfO-Fresh","Granted","92765","02/02/18","AW-105624","AW-105624","31/12/27","8965--02/02/2018"
"17759","30715-S R K Sugars Pvt Ltd","Red","BGK","16/11/16","CfE-Fresh","Granted","86730","02/02/18","CTE-305048","CTE-305048","15/11/21","8964--02/02/2018"
"27821","38092-M\s Basavraj V Bingi Hot Mix Plant","Orange","GDG","24/01/18","CfO-Fresh","Granted","92604","02/02/18","AW-305047","AW-305047","30/09/22","8963--02/02/2018"
"28151","38289-G P Granites","Green","KPL","02/02/18","CfE-Fresh","Granted","92764","02/02/18","CTE-105623","CTE-105623","01/02/20","8962--02/02/2018"
"24946","27426-Sri Vinayaka Electrofinishers","Red","RMN","29/11/17","CfO-Fresh","Granted","91690","02/02/18","AW-305046","AW-305046","30/06/21","8961--02/02/2018"
"28054","38147-Akash Industries","Green","RCH","02/02/18","CfE-Fresh","Granted","92761","02/02/18","CTE-105622","CTE-105622","01/02/20","8960--02/02/2018"
"27871","38128-Kbn Agro Industries","Green","YDG","02/02/18","CfO-Renewal","Granted","92754","02/02/18","A-105621","A-105621","01/02/28","8959--02/02/2018"
"27973","38213-A K Agro Industries","Green","YDG","02/02/18","CfE-Fresh","Granted","92749","02/02/18","CTE-105620","CTE-105620","01/02/20","8958--02/02/2018"
"26307","27756-Tes-Amm India Pvt Ltd","Red","B06","22/11/17","CfO-Expand","Granted","91536","02/02/18","AW-305045","AW-305045","30/06/21","8957--02/02/2018"
"28154","37913-U Tech Manufacturing","Green","BGK","02/02/18","CfE-Fresh","Granted","92744","02/02/18","CTE-105619","CTE-105619","31/12/22","8956--02/02/2018"
"28104","30637-Mega International","Green","B06","02/02/18","CfO-Fresh","Granted","92743","02/02/18","AW-105618","AW-105618","31/12/25","8955--02/02/2018"
"28076","27949-Paras Wires Pvt Ltd.","Green","RMN","02/02/18","CfO-Fresh","Granted","92742","02/02/18","AW-105617","AW-105617","31/12/25","8954--02/02/2018"
"21936","15320-Narayana Hrudayalaya Ltd.,","Red","B02","04/09/17","CfO-Renewal","Granted","90282","02/02/18","AW-305044","AW-305044","30/06/22","8953--02/02/2018"
"27590","37859-M\s J R Punching","Green","B06","22/01/18","CfO-Fresh","Granted","92546","02/02/18","AW-105616","AW-105616","31/12/25","8952--02/02/2018"
"27978","36616-Vedantham Herbal Research Centre Llp","Green","B06","27/01/18","CfE-Fresh","Granted","92631","01/02/18","CTE-105615","CTE-105615","31/12/18","8951--01/02/2018"
"28094","35212-Supercoat Industries","Green","B06","29/01/18","CfO-Fresh","Granted","92666","01/02/18","AW-105614","AW-105614","31/12/25","8950--01/02/2018"
"27685","36846-Shree Nandhini Enterprises","Green","B06","23/01/18","CfO-Fresh","Granted","92597","01/02/18","AW-105613","AW-105613","31/12/25","8949--01/02/2018"
"27129","11668-Leeboy India Construction Equipment Pvt Limited,","Orange","B01","16/01/18","HWM-Renewal","Granted","92433","01/02/18","305043","305043","30/09/22","8948--01/02/2018"
"21625","13867-Macurex Sensors Pvt Ltd","Green","B09","17/11/17","HWM-Fresh","Granted","92272","01/02/18","105612","105612","31/12/22","8947--01/02/2018"
"24928","23119-Saphire Motors (P) Ltd.,","Orange","B05","26/10/17","CfO-Renewal","Granted","91036","01/02/18","AW-305042","AW-305042","30/09/21","8946--01/02/2018"
"27964","18864-Mother India Forming Pvt.Ltd","Green","B02","01/02/18","CfO-Renewal","Granted","92733","01/02/18","AW-105611","AW-105611","31/12/27","8945--01/02/2018"
"26405","22778-BMT Fish Peeling Industry","Orange","UDP","08/01/18","CfO-Renewal","Granted","92311","01/02/18","AW-305041","AW-305041","30/09/23","8944--01/02/2018"
"24033","11356-Nahars Engineering India Private Limited","Red","KLR","03/10/17","HWM-Renewal","Granted","90697","01/02/18","305040","305040","02/10/21","8943--01/02/2018"
"22485","32968-C & D Southern Technologies India Private Limited","Red","B01","10/11/17","CfE-Fresh","Granted","91304","01/02/18","CTE-305039","CTE-305039","30/06/22","8942--01/02/2018"
"24152","31192-Saddhguru Chemicals","Red","BR1","09/10/17","HWM-Fresh","Granted","90784","01/02/18","305038","305038","30/06/22","8941--01/02/2018"
"24539","10041-Nirani Sugars Ltd","Red","BGK","31/10/17","CfE-Expand","Granted","91174","01/02/18","CTE-305037","CTE-305037","30/10/22","8940--01/02/2018"
"26021","11120-Ray Chemicals","Red","B08","16/11/17","CfO-Renewal","Granted","91617","01/02/18","AW-305036","AW-305036","15/11/22","8939--01/02/2018"
"20599","10152-Prateek Apparels Pvt, Ltd.,","Green","DHW","18/07/17","CfO-Renewal","Granted","92525","01/02/18","AW-105610","AW-105610","31/12/25","8938--01/02/2018"
"26272","34055-Pragathi Mekem","Orange","MY1","23/01/18","CfO-Renewal","Granted","92582","01/02/18","W-305035","W-305035","30/09/22","8937--01/02/2018"
"22781","34056-Pragathi Biotech","Orange","MY1","23/01/18","CfO-Renewal","Granted","92580","01/02/18","W-305034","W-305034","30/09/22","8936--01/02/2018"
"26269","34057-Pragati Glyoxal (P) Ltd.,","Orange","MY1","23/01/18","CfO-Renewal","Granted","92583","01/02/18","AW-305033","AW-305033","30/09/22","8935--01/02/2018"
"26814","35643-Janapriya Hospital And Research Centre","Orange","HAS","02/01/18","CfO-Fresh","Granted","92697","01/02/18","AW-305032","AW-305032","30/09/22","8934--01/02/2018"
