"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"22166","33817-Trident Auto Enterprises (P) Ltd,","Orange","TMK","15/07/17","CfE-Fresh","Granted","89559","10/08/17","CTE-303344","CTE-303344","30/06/21","6186--10/08/2017"
"21752","26810-Stumpp Schuele & Somappa Springs Pvt. Ltd.,","Red","B02","02/08/17","CfO-Fresh","Granted","89936","10/08/17","AW-303343","AW-303343","30/06/21","6185--10/08/2017"
"24016","34166-Mallikarjun Industries","Green","BGK","10/08/17","CfO-Fresh","Granted","90020","10/08/17","A-104548","A-104548","30/06/21","6184--10/08/2017"
"23082","34140-Sri.Bhagyajyothi Agro Industries","Orange","KPL","20/07/17","CfO-Renewal","Granted","89749","10/08/17","AW-303342","AW-303342","30/06/21","6183--10/08/2017"
"23087","34127-Padmashree Agro Foods","Orange","KPL","20/07/17","CfO-Renewal","Granted","89721","10/08/17","AW-303341","AW-303341","30/06/21","6182--10/08/2017"
"23112","34144-Sri Raghavendra Rice Industries","Orange","KPL","20/07/17","CfO-Renewal","Granted","89723","10/08/17","AW-303340","AW-303340","30/06/21","6181--10/08/2017"
"23185","34124-Amareshwara Industries Rice Mill","Orange","KPL","20/07/17","CfO-Renewal","Granted","89731","10/08/17","AW-303339","AW-303339","30/06/21","6180--10/08/2017"
"23081","34136-Sri Veereshwara Agro Industries","Orange","KPL","20/07/17","CfO-Renewal","Granted","89748","10/08/17","AW-303338","AW-303338","30/06/21","6179--10/08/2017"
"23084","34142-Sri Laxmi Industries Rice Mill","Orange","KPL","20/07/17","CfO-Renewal","Granted","89725","10/08/17","AW-303337","AW-303337","30/06/21","6178--10/08/2017"
"20127","16091-Mtr Foods Private Limited","Orange","B02","15/07/17","CfO-Expand","Granted","89561","10/08/17","AW-303336","AW-303336","30/06/21","6177--10/08/2017"
"19668","31966-A.W. Motors Llp","Orange","CKB","08/08/17","CfE-Fresh","Granted","89995","10/08/17","CTE-303335","CTE-303335","30/06/21","6176--10/08/2017"
"18595","31576-Rhodium Ferro Alloy Pvt Ltd","Orange","BR3","28/02/17","CfO-Fresh","Granted","89575","09/08/17","AW-303334","AW-303334","30/06/21","6175--09/08/2017"
"21244","33258-Va Tech Wabag","Green","B10","14/07/17","CfO-Fresh","Granted","89537","09/08/17","AW-104547","AW-104547","30/06/21","6174--09/08/2017"
"22540","33410-Mam Cold Storage","Orange","GUL","31/07/17","CfE-Expand","Granted","89893","09/08/17","CTE-303333","CTE-303333","30/06/21","6173--09/08/2017"
"18665","31254-Vaatsalya Life Hospital","Orange","GUL","23/02/17","CfO-Renewal","Granted","87818","09/08/17","AW-303332","AW-303332","30/06/21","6172--09/08/2017"
"18891","29170-Mahatma Gandhi Sahakare Sakkare Karkhane Ltd.,","Red","BDR","18/05/17","CfO-Renewal","Granted","88709","09/08/17","AW-303331","AW-303331","30/06/21","6171--09/08/2017"
"23524","34356-Janardhan & Co","Green","B04","08/08/17","CfO-Fresh","Granted","90001","08/08/17","W-104546","W-104546","30/06/21","6170--08/08/2017"
"22838","12709-Samyuktha Agritech Pvt, Ltd.,","Orange","DHW","31/07/17","CfO-Renewal","Granted","89913","08/08/17","AW-303330","AW-303330","30/06/21","6169--08/08/2017"
"22182","29849-Sparsh Child Care Solutions Llp","Orange","DHW","18/07/17","CfO-Fresh","Granted","89908","08/08/17","AW-303329","AW-303329","30/06/21","6168--08/08/2017"
