"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"16010","29725-Modala Panels & Boards","Red","CKM","28/06/16","CfE-Expand","Granted","84748","14/03/17","CTE-302274","CTE-302274","30/06/21","4397--14/03/2017"
"19739","31799-Mayash Enterprises","Red","YDG","18/01/17","CfE-Fresh","Granted","87406","14/03/17","CTE-302273","CTE-302273","30/06/21","4396--14/03/2017"
"19273","18341-Fowler Westrup (India) Private Limited","Orange","KLR","20/02/17","CfO-Renewal","Granted","87757","14/03/17","AW-302272","AW-302272","30/06/21","4395--14/03/2017"
"19380","31970-Harsha International","Orange","SHM","30/12/16","CfE-Fresh","Granted","87426","14/03/17","CTE-302271","CTE-302271","30/06/21","4394--14/03/2017"
"19939","32479-Rasi Pharmaceuticals","Orange","KLR","06/02/17","CfO-Fresh","Granted","87638","14/03/17","AW-302270","AW-302270","30/06/21","4393--14/03/2017"
"17303","30772-Sri Balaji Stone Crusher","Orange","KLR","12/08/16","CfO-Renewal","Granted","85452","14/03/17","AH-302269","AH-302269","30/06/21","4392--14/03/2017"
"17313","28027-Nagadevi Stone Crusher","Orange","KLR","12/08/16","CfO-Fresh","Granted","85433","14/03/17","AW-302268","AW-302268","30/06/21","4391--14/03/2017"
"16499","16618-M/s Medray Hospital (Previously M/s.Medihope Hospital & Research Center Pvt Ltd","Orange","B03","28/09/16","CfO-Renewal","Granted","86213","14/03/17","AW-302267","AW-302267","30/06/21","4390--14/03/2017"
"18561","31355-Biesse Manufacturing Company","Orange","B06","20/01/17","CfO-Fresh","Granted","87481","13/03/17","AW-302266","AW-302266","30/06/21","4389--13/03/2017"
"20657","32951-Sri Malatesh Seeds Processing Unit","Green","HVR","13/03/17","CfO-Fresh","Granted","88019","13/03/17","AW-103830","AW-103830","30/06/21","4388--13/03/2017"
"18962","31826-Pavithra Chemicals","Red","B01","24/01/17","CfE-Fresh","Granted","87477","13/03/17","CTE-302265","CTE-302265","30/06/21","4387--13/03/2017"
"20193","32659-A.D.R Contractors","Orange","B09","22/02/17","CfE-Fresh","Granted","87869","13/03/17","CTE-302264","CTE-302264","30/06/21","4386--13/03/2017"
"18902","14120-Bangera Overseas Pvt. Limited","Orange","UDP","13/01/17","CfO-Renewal","Granted","87370","13/03/17","AW-302263","AW-302263","30/06/21","4385--13/03/2017"
"18431","31399-Sowparnika Agro Industries","Orange","UDP","08/02/17","CfO-Fresh","Granted","87648","13/03/17","AW-302262","AW-302262","30/06/21","4384--13/03/2017"
"20007","32443-Ramdev Polymers (India)","Orange","B09","17/02/17","CfO-Fresh","Granted","87901","13/03/17","W-302261","W-302261","30/06/21","4383--13/03/2017"
"17842","13001-Cymbio Pharma Pvt. Ltd.,","Orange","B08","09/01/17","CfO-Renewal","Granted","87311","13/03/17","AW-302260","AW-302260","30/06/21","4382--13/03/2017"
"17902","30953-Big Bazar, Maruthi Arcade","Green","B08","07/03/17","CfO-Renewal","Granted","87937","13/03/17","AW-103829","AW-103829","30/06/21","4381--13/03/2017"
"19722","31992-Kk Packaging, (Cfa For Hindustan Unilever Ltd.,)","Green","BR2","13/03/17","CfO-Fresh","Granted","88013","13/03/17","AW-103828","AW-103828","30/06/21","4380--13/03/2017"
"20586","32926-Pallavi Enterprises","Green","GUL","09/03/17","CfE-Fresh","Granted","88006","10/03/17","CTE-103827","CTE-103827","30/06/21","4379--10/03/2017"
"20177","32642-Sps Biotek","Green","BJR","10/03/17","CfE-Fresh","Granted","88005","10/03/17","CTE-103826","CTE-103826","30/06/21","4378--10/03/2017"
"12175","26827-Laxmi Electronics Moulds & Precision Engineering Pvt. Ltd.","Green","B10","08/03/17","CfO-Renewal","Granted","87951","10/03/17","AW-103825","AW-103825","30/06/21","4377--10/03/2017"
"19787","32375-Aagasthya Eco Industries","Green","HAS","27/02/17","CfO-Fresh","Granted","87844","10/03/17","W-103824","W-103824","30/06/21","4376--10/03/2017"
"19875","32464-Accord Veneers","Green","CRG","18/02/17","CfO-Fresh","Granted","87763","10/03/17","AW-103823","AW-103823","30/06/21","4375--10/03/2017"
"20235","32369-Sai Megatech Concrete","Green","B08","08/03/17","CfO-Fresh","Granted","87977","10/03/17","AW-103822","AW-103822","30/06/21","4374--10/03/2017"
"20527","32704-United Textiles","Green","BE2","10/03/17","CfE-Fresh","Granted","87999","10/03/17","CTE-103821","CTE-103821","30/06/21","4373--10/03/2017"
"20220","32381-M\s Nandi Hollow Blocks","Green","UDP","02/03/17","CfO-Fresh","Granted","87894","10/03/17","AW-103820","AW-103820","30/06/21","4372--10/03/2017"
"19563","32143-Lakshmi Narasimha Anugraha","Green","UDP","09/03/17","CfE-Fresh","Granted","87988","10/03/17","CTE-103819","CTE-103819","30/06/21","4371--10/03/2017"
"19371","31757-Mmk Indsutries","Green","UDP","02/03/17","CfE-Fresh","Granted","87896","10/03/17","CTE-103818","CTE-103818","30/06/21","4370--10/03/2017"
"20257","28354-Naganapur Limestone Mine of M/s. Sri Nandi Mining Company","Red","BGK","22/02/17","CfO-Fresh","Granted","87783","09/03/17","AW-302259","AW-302259","30/06/21","4369--09/03/2017"
"18749","12318-Indianoil Corporation Ltd.","Red","BE2","28/12/16","CfE-Expand","Granted","87166","09/03/17","CTE-302258","CTE-302258","30/06/21","4368--09/03/2017"
"19969","32506-Madhavilatha Jagadeesha Eureka Extrusions And Finishers","Orange","MY1","07/03/17","CfE-Fresh","Granted","87943","09/03/17","CTE-302257","CTE-302257","30/06/21","4367--09/03/2017"
"16664","28111-Dodla Dairy Ltd","Red","KPL","24/08/16","CfO-Renewal","Granted","85736","09/03/17","AW-302256","AW-302256","30/06/21","4366--09/03/2017"
"19858","31656-S.N.Impex","Green","BR3","28/02/17","CfO-Fresh","Granted","87978","09/03/17","AW-103817","AW-103817","30/06/21","4365--09/03/2017"
"19119","31484-Desi Trust","Red","SHM","30/12/16","CfE-Fresh","Granted","87418","09/03/17","CTE-302255","CTE-302255","30/06/21","4364--09/03/2017"
"20414","32822-Suroj Buildcon Pvt Ltd","Green","MY2","07/03/17","CfO-Fresh","Granted","87944","09/03/17","AW-103816","AW-103816","30/06/21","4363--09/03/2017"
"20287","16509-Shri Adishakti Granite (Formerly Hosamani Granites Slabs)","Green","BGK","09/03/17","CfO-Renewal","Granted","87991","09/03/17","W-103815","W-103815","30/06/21","4362--09/03/2017"
"18940","31817-Newtek","Green","B06","09/03/17","CfO-Fresh","Granted","87980","09/03/17","AW-103814","AW-103814","30/06/21","4361--09/03/2017"
"19587","31995-Sumukh Welness Pvt Ltd","Orange","BR3","23/01/17","CfE-Fresh","Granted","87513","09/03/17","CTE-302254","CTE-302254","30/06/21","4360--09/03/2017"
"18961","31818-Benaka Enterprises","Green","B06","09/03/17","CfO-Fresh","Granted","87979","09/03/17","W-103813","W-103813","30/06/21","4359--09/03/2017"
"18461","31336-Yayaati Herbal Products","Green","SHM","30/01/17","CfO-Renewal","Granted","87961","08/03/17","AW-103812","AW-103812","30/06/21","4358--08/03/2017"
"19494","32113-Filcomps","Green","TMK","08/03/17","CfO-Renewal","Granted","87975","08/03/17","AW-103811","AW-103811","30/06/21","4357--08/03/2017"
"20313","32717-Apple Safety Glass","Green","B09","25/02/17","CfE-Fresh","Granted","87965","08/03/17","CTE-103810","CTE-103810","30/06/21","4356--08/03/2017"
"14402","28649-Varkood Paper And Boards (P) Ltd.,","Red","MY1","18/05/16","CfO-Renewal","Granted","83901","08/03/17","AW-302253","AW-302253","30/06/21","4355--08/03/2017"
"19871","14926-Kavia Engineering Private Limited,","Green","B01","08/03/17","CfO-Expand","Granted","87958","08/03/17","AW-103809","AW-103809","30/06/21","4354--08/03/2017"
"18403","30561-Hindustan Carbons","Green","BR3","03/12/16","CfO-Fresh","Rejected","87099","08/03/17","AW-Rejected","AW-Rejected","",""
"19603","31955-Larsen & Toubro Ltd.,","Orange","DVG","14/02/17","CfO-Fresh","Granted","87694","08/03/17","AW-302252","AW-302252","30/06/21","4353--08/03/2017"
"20391","29384-Qcon Blocks Pvt. Ltd.,","Green","MDY","04/03/17","CfO-Fresh","Granted","87924","08/03/17","AW-103808","AW-103808","30/06/21","4352--08/03/2017"
"20247","32683-K K Industries","Green","MDY","04/03/17","CfE-Fresh","Granted","87931","08/03/17","CTE-103807","CTE-103807","30/06/21","4351--08/03/2017"
"20539","32898-S.B.S Cement Bricks","Green","RCH","08/03/17","CfO-Fresh","Granted","87969","08/03/17","W-103806","W-103806","30/06/21","4350--08/03/2017"
"18750","31539-Raghavendhra People Tree Hospital","Orange","B06","06/01/17","CfE-Expand","Granted","87892","08/03/17","CTE-302251","CTE-302251","30/06/21","4349--08/03/2017"
"20506","32769-Shalini Enterprises","Orange","B06","08/03/17","CfO-Fresh","Granted","87956","08/03/17","AW-302250","AW-302250","30/06/21","4348--08/03/2017"
"20536","32896-Shri Durga Granites","Green","RCH","08/03/17","CfO-Fresh","Granted","87959","08/03/17","W-103805","W-103805","30/06/21","4347--08/03/2017"
"20368","32732-Cicon Engineers Pvt Ltd","Green","B09","28/02/17","CfE-Fresh","Granted","87868","08/03/17","CTE-103804","CTE-103804","30/06/21","4346--08/03/2017"
"19996","31983-Sand Solutions","Green","TMK","08/03/17","CfO-Fresh","Granted","87955","08/03/17","AW-103803","AW-103803","30/06/21","4345--08/03/2017"
