"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"18684","30887-M\s.Devagiri Hospital","Orange","B05","27/12/16","CfO-Fresh","Granted","87159","22/02/17","AW-302165","AW-302165","30/06/21","4198--22/02/2017"
"17666","31010-S S Steels","Orange","TMK","08/11/16","CfO-Renewal","Granted","86652","22/02/17","AW-302164","AW-302164","30/06/21","4197--22/02/2017"
"20116","29592-Karnataka State Agricultural Produce Processing And Export Corporation Ltd","Green","BGK","22/02/17","CfO-Fresh","Granted","87786","22/02/17","AW-103740","AW-103740","30/06/21","4196--22/02/2017"
"15065","18735-Rangadore Memorial Hospital","Orange","B05","04/07/16","CfO-Renewal","Granted","84727","22/02/17","AWH-302163","AWH-302163","30/06/21","4195--22/02/2017"
"18954","31787-Sadbhav Engineering Ltd","Orange","TMK","28/11/16","CfO-Renewal","Granted","86838","22/02/17","AW-302162","AW-302162","30/06/21","4194--22/02/2017"
"19616","32244-Bhavani Readymade Garments and Weaving","Green","DVG","22/02/17","CfE-Fresh","Granted","87782","22/02/17","CTE-103739","CTE-103739","30/06/21","4193--22/02/2017"
"18951","31785-Sadbhav Engineering Ltd","Orange","TMK","28/11/16","CfO-Renewal","Granted","86837","22/02/17","AW-302161","AW-302161","30/06/21","4192--22/02/2017"
"19856","32450-Smtc Polymer","Green","B05","22/02/17","CfO-Fresh","Granted","87785","22/02/17","W-103738","W-103738","30/06/21","4191--22/02/2017"
"20276","32691-Sumuka Print Pack","Green","B06","22/02/17","CfO-Fresh","Granted","87784","22/02/17","W-103737","W-103737","30/06/21","4190--22/02/2017"
"18180","11601-Bal Pharma Limited","Orange","B02","31/12/16","CfO-Renewal","Granted","87206","21/02/17","AWH-302160","AWH-302160","30/06/21","4189--21/02/2017"
"19812","32403-Shree.Ujwala Ayurveda Pharmaceuticals","Green","DVG","21/02/17","CfE-Fresh","Granted","87779","21/02/17","CTE-103736","CTE-103736","30/06/21","4188--21/02/2017"
"18831","31486-Lakshmi Car Zone Pvt Ltd","Orange","B07","06/02/17","CfO-Renewal","Granted","87626","21/02/17","AW-302159","AW-302159","30/06/21","4187--21/02/2017"
"19233","24256-Pioneer Granite Industries","Green","RMN","16/02/17","CfO-Renewal","Granted","87725","21/02/17","AW-103735","AW-103735","30/06/21","4186--21/02/2017"
"15620","29478-Shrikalpa Products Pvt Ltd.,","Orange","KWR","07/10/16","CfO-Renewal","Granted","86611","21/02/17","AW-302158","AW-302158","30/06/21","4185--21/02/2017"
"20107","24610-Test-case","Green","KPL","21/02/17","HWM-Fresh","Granted","87775","21/02/17","103734","103734","30/06/21","4184--21/02/2017"
"19896","30759-Dairy Classic Ice Creams Pvt. Ltd","Orange","RMN","01/02/17","CfO-Expand","Granted","87669","21/02/17","AWH-302157","AWH-302157","30/06/21","4183--21/02/2017"
"19798","31762-Siddivinayaka Enterprises","Green","UDP","08/02/17","CfO-Fresh","Granted","87647","21/02/17","W-103733","W-103733","30/06/21","4182--21/02/2017"
"19282","25193-Micro Plastics Pvt. Ltd","Green","RMN","16/02/17","CfO-Fresh","Rejected","87718","21/02/17","AW-Rejected","AW-Rejected","",""
"19863","31384-Welcome Granites And Marble","Green","BR1","18/02/17","CfE-Fresh","Granted","87773","21/02/17","CTE-103732","CTE-103732","30/06/21","4181--21/02/2017"
"20063","26568-NPR Auto Parts Manufacturing India Private Limited","Orange","KLR","15/02/17","CfO-Fresh","Granted","87700","21/02/17","AW-103731","AW-103731","30/06/21","4180--21/02/2017"
"20130","32609-Sri Durga Granites","Green","BR1","21/02/17","CfE-Fresh","Granted","87768","21/02/17","CTE-103730","CTE-103730","30/06/21","4179--21/02/2017"
"20261","32348-N.V.Enterprises","Green","HVR","18/02/17","CfO-Fresh","Granted","87772","21/02/17","W-103729","W-103729","30/06/21","4178--21/02/2017"
"20132","32610-Sri Balaji Stones","Green","BR1","21/02/17","CfE-Fresh","Granted","87771","21/02/17","CTE-103728","CTE-103728","30/06/21","4177--21/02/2017"
"14016","10638-TotalEnergies Marketing India Private Limited","Red","MNG","18/08/16","CfO-Renewal","Granted","85527","21/02/17","AW-302156","AW-302156","30/06/21","4176--21/02/2017"
"14029","28446-Mathrushree Industries","Red","UDP","09/05/16","CfE-Fresh","Granted","83737","21/02/17","CTE-302155","CTE-302155","30/06/21","4175--21/02/2017"
"14104","11476-Jamshedpur Injection Powder Ltd,","Red","BLY","28/04/16","CfO-Renewal","Granted","83950","21/02/17","AW-302154","AW-302154","30/06/21","4174--21/02/2017"
"14048","10125-Dana Anand India Pvt, Ltd.","Red","DHW","26/04/16","CfO-Renewal","Granted","83604","21/02/17","AWH-302153","AWH-302153","30/06/21","4173--21/02/2017"
"14369","10146-Sami Sabinsa Group Limited","Red","TMK","12/08/16","CfO-Renewal","Granted","85417","21/02/17","AW-302152","AW-302152","30/06/21","4172--21/02/2017"
"16112","29526-Ms Maruthi Industries","Red","TMK","06/12/16","CfO-Renewal","Granted","86938","21/02/17","AW-302151","AW-302151","30/06/21","4171--21/02/2017"
"20269","31788-Sadbhav Engineering Ltd","Green","TMK","21/02/17","CfO-Renewal","Granted","87769","21/02/17","AW-103727","AW-103727","30/06/21","4170--21/02/2017"
"20105","29471-Rowan Agronature","Green","BJR","21/02/17","CfO-Fresh","Granted","87767","21/02/17","AW-103726","AW-103726","30/06/21","4169--21/02/2017"
"19543","32163-Countary Club (I) Ltd","Green","TMK","21/02/17","CfO-Renewal","Granted","87766","21/02/17","AW-103725","AW-103725","30/06/21","4168--21/02/2017"
"17559","24457-Garuda Polyflex Foods Private Limited,","Orange","B01","04/01/17","CfO-Renewal","Granted","87253","20/02/17","AW-302150","AW-302150","30/06/21","4167--20/02/2017"
"15807","13387-Tss's S. R. Hegde Kadave Institute Of Medical Sciences","Orange","KWR","24/08/16","CfO-Renewal","Granted","86475","20/02/17","AW-302149","AW-302149","30/06/21","4166--20/02/2017"
"19458","15804-Swarnagiri Wire Insulations Pvt, Ltd.,","Orange","DHW","03/02/17","CfO-Renewal","Granted","87731","20/02/17","AW-302148","AW-302148","30/06/21","4165--20/02/2017"
