"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"14784","28664-Karnataka Silk Industries Corporation Ltd.,KSIC Unit Silk Weaving Factory","Red","MY1","14/06/16","CfO-Renewal","Granted","84365","20/01/18","AWH-304925","AWH-304925","30/06/21","8710--20/01/2018"
"14481","20252-South Western Railway Central Workshop","Red","MY1","23/08/16","CfO-Renewal","Granted","85597","20/01/18","AWH-304924","AWH-304924","30/06/21","8709--20/01/2018"
"27457","37787-Maruthi Hollow Bricks","Green","CKM","11/01/18","CfE-Fresh","Granted","92521","20/01/18","CTE-105492","CTE-105492","10/01/23","8708--20/01/2018"
"21097","22686-Daeheung R & T India Private Limited","Red","RMN","18/05/17","CfO-Renewal","Granted","88704","20/01/18","AW-304923","AW-304923","30/06/22","8707--20/01/2018"
"27575","37920-Sumeet Plastic, Plot No. 111, Honaga Industrial Area, Belagavi","Green","BE1","20/01/18","CfO-Fresh","Granted","92519","20/01/18","W-105491","W-105491","19/01/17","8706--20/01/2018"
"26900","37208-Shri Ganesh Textiles","Green","BE2","19/01/18","CfE-Fresh","Granted","92512","20/01/18","CTE-105490","CTE-105490","18/01/23","8705--20/01/2018"
"23565","23485-Divya Chemical Manufactures","Red","MNG","02/01/18","CfO-Renewal","Granted","92210","20/01/18","AW-304922","AW-304922","30/06/22","8704--20/01/2018"
"22906","34063-Well-Bloom Agro Products","Red","MY1","23/09/17","CfO-Renewal","Granted","90580","20/01/18","AW-304921","AW-304921","30/06/22","8703--20/01/2018"
"22908","33855-Flower Synth","Red","MY1","23/09/17","CfO-Renewal","Granted","90581","20/01/18","AW-304920","AW-304920","30/06/22","8702--20/01/2018"
"27715","37740-Royal Cement Pipe & Concrete Works","Green","BE2","19/01/18","CfE-Fresh","Granted","92514","20/01/18","CTE-105489","CTE-105489","18/01/23","8701--20/01/2018"
