"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"13303","22372-Aeon Teletronics Pvt.Ltd","Green","B02","11/01/17","CfO-Renewal","Granted","87335","17/01/17","AW-103532","AW-103532","30/06/21","3709--17/01/2017"
"14291","11061-ACC Limited, Thondebhavi Cement Works","Red","CKB","04/06/16","CfO-Renewal","Granted","84257","17/01/17","AW-301884","AW-301884","30/06/21","3708--17/01/2017"
"19504","32178-Nandi Agro Food Industry","Green","BJR","17/01/17","CfE-Fresh","Granted","87386","17/01/17","CTE-103531","CTE-103531","30/06/21","3707--17/01/2017"
"19687","32294-Ranga Industries","Green","HAS","16/01/17","CfO-Fresh","Granted","87384","16/01/17","A-103530","A-103530","30/06/21","3706--16/01/2017"
"19524","32147-Devaki Lakshmi Saw Mill","Green","MNG","13/01/17","CfE-Fresh","Granted","87358","16/01/17","CTE-103529","CTE-103529","30/06/21","3705--16/01/2017"
"19433","30296-Ms. Windflower Prakruthi Resort","Orange","BR1","10/01/17","CfO-Renewal","Granted","87322","16/01/17","AW-103528","AW-103528","30/06/21","3704--16/01/2017"
"15734","28903-Lighting Technologies India Private Limited","Orange","B01","24/09/16","CfO-Renewal","Granted","86084","16/01/17","AWH-301883","AWH-301883","30/06/21","3703--16/01/2017"
"19721","32326-Sanjeevani Agro Phale And Phule Kharedi Vikri Sahakari Sanstha","Green","BE2","16/01/17","CfE-Fresh","Granted","87377","16/01/17","CTE-103527","CTE-103527","30/06/21","3702--16/01/2017"
"19115","25888-Kamakya Polytech","Orange","B06","15/12/16","CfO-Fresh","Granted","87029","16/01/17","W-301882","W-301882","30/06/21","3701--16/01/2017"
"18426","31473-Sahana Creations Unit-2","Orange","B06","02/12/16","CfO-Fresh","Granted","87273","16/01/17","W-301881","W-301881","30/06/21","3700--16/01/2017"
"16893","28066-Vrl Logistics Ltd","Orange","BR3","27/10/16","CfO-Re Apply","Granted","86560","16/01/17","AWH-301880","AWH-301880","30/06/21","3699--16/01/2017"
"19285","11774-Jsw Severfield Structures Ltd","Green","BLY","06/01/17","CfO-Renewal","Granted","87291","13/01/17","AW-103526","AW-103526","30/06/21","3698--13/01/2017"
"19287","11781-Jsw Structural Metal Decking Ltd","Green","BLY","06/01/17","CfO-Renewal","Granted","87289","13/01/17","AW-103525","AW-103525","30/06/21","3697--13/01/2017"
"19667","32186-Harish Hot Mix Plant","Orange","HVR","11/01/17","CfE-Fresh","Granted","87344","13/01/17","CTE-301879","CTE-301879","30/06/21","3696--13/01/2017"
"14630","11181-Yenkays Engineering Pvt. Ltd.,","Orange","BE1","18/07/16","CfO-Renewal","Granted","84888","13/01/17","AW-301878","AW-301878","30/06/21","3695--13/01/2017"
"19394","31967-Tata Projects Limited","Green","B10","06/01/17","CfE-Fresh","Granted","87309","13/01/17","CTE-103524","CTE-103524","30/06/21","3694--13/01/2017"
"17563","30740-The Sandur Manganese & Iron Ores Ltd","Red","BLY","01/10/16","CfE-Expand","Granted","86287","13/01/17","CTE-301877","CTE-301877","30/06/21","3693--13/01/2017"
"19664","32298-Imran Enterprises","Green","RCH","13/01/17","CfO-Fresh","Granted","87363","13/01/17","W-103523","W-103523","30/06/21","3692--13/01/2017"
"19212","31992-Kk Packaging, (Cfa For Hindustan Unilever Ltd.,)","Green","BR2","09/01/17","CfE-Fresh","Granted","87361","13/01/17","CTE-103522","CTE-103522","30/06/21","3691--13/01/2017"
"19512","32197-Bandeshwara Aqua Minerals","Green","RCH","13/01/17","CfE-Fresh","Granted","87359","13/01/17","CTE-103521","CTE-103521","30/06/21","3690--13/01/2017"
"17907","30952-Kalyani Motors Pvt Ltd.,","Orange","B08","02/11/16","CfO-Fresh","Granted","86588","13/01/17","AW-301876","AW-301876","30/06/21","3689--13/01/2017"
"16297","23780-Styr Foundry and Mfg Co","Orange","BE1","12/01/17","CfO-Renewal","Granted","87356","13/01/17","AW-301875","AW-301875","30/06/21","3688--13/01/2017"
"18367","26269-Y G Cutting Tool Corporation Pvt, Lt.,","Orange","BR2","19/12/16","CfO-Fresh","Granted","87241","13/01/17","AW-301874","AW-301874","30/06/21","3687--13/01/2017"
"19517","32201-Shiva Shakthi Bricks Industries","Green","RCH","12/01/17","CfO-Fresh","Granted","87357","13/01/17","W-103520","W-103520","30/06/21","3686--13/01/2017"
"19163","31831-Vishwaa Apparels","Green","B07","12/01/17","CfO-Fresh","Granted","87351","13/01/17","AW-103519","AW-103519","30/06/21","3685--13/01/2017"
"19377","32114-Rohan Builders(India)pvt.Ltd.,","Green","DVG","12/01/17","CfO-Fresh","Granted","87355","12/01/17","AW-103518","AW-103518","30/06/21","3684--12/01/2017"
"18210","31185-Deepthi Creations","Orange","B09","19/10/16","CfO-Fresh","Granted","86967","12/01/17","AWH-301873","AWH-301873","30/06/21","3683--12/01/2017"
"16751","10621-Ms. Sai Pavan Ispat Private Limited","Red","BLY","20/07/16","CfO-Renewal","Granted","84959","12/01/17","AWH-301872","AWH-301872","30/06/21","3682--12/01/2017"
"19416","32051-Krushi Agro Tex","Green","DVG","12/01/17","CfO-Fresh","Granted","87353","12/01/17","W-103517","W-103517","30/06/21","3681--12/01/2017"
