"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"27827","18566-Mandovi Motors Pvt Ltd","Orange","B07","05/03/18","HWM-Renewal","Granted","93290","11/04/18","305793","305793","30/09/20","10264--11/04/2018"
"26113","22439-Ms Anekal Milk Chilling Centre","Orange","B01","21/03/18","CfO-Renewal","Granted","93669","11/04/18","AW-305792","AW-305792","30/09/22","10263--11/04/2018"
"27928","30296-Ms. Windflower Prakruthi Resort","Orange","BR1","04/04/18","CfE-Expand","Granted","94034","11/04/18","CTE-305791","CTE-305791","30/09/21","10262--11/04/2018"
"29472","38345-Nr Stones And Exports (India)","Green","TMK","11/04/18","CfO-Renewal","Granted","94169","11/04/18","W-106178","W-106178","31/12/27","10261--11/04/2018"
"26448","35818-Adishakthi Rice Industries","Orange","UDP","16/03/18","CfO-Renewal","Granted","93574","11/04/18","AW-305790","AW-305790","30/09/22","10260--11/04/2018"
"28610","26790-Bharath Agrovet Industries","Orange","MNG","13/03/18","CfO-Renewal","Granted","93467","11/04/18","AW-305789","AW-305789","30/09/22","10259--11/04/2018"
"30058","38313-Naveen Granite","Green","TMK","11/04/18","CfO-Renewal","Granted","94165","11/04/18","AW-106177","AW-106177","31/12/27","10258--11/04/2018"
"28179","10137-Wipro Ge Healthcare Pvt Limited, (Formerly Ge Medical Systems (India) Pvt. Ltd.,","Orange","B10","23/03/18","CfE-Expand","Granted","93745","11/04/18","CTE-305788","CTE-305788","30/09/22","10257--11/04/2018"
"28845","23861-G.N.H Kini Multipurpose Cold Storage","Green","MNG","04/04/18","CfO-Renewal","Granted","94045","11/04/18","AW-106176","AW-106176","31/12/27","10256--11/04/2018"
"27700","37758-Arya Foundation Private Limitedgreen Valley Club","Green","BR2","09/04/18","CfO-Fresh","Granted","94127","10/04/18","AW-106175","AW-106175","31/12/26","10255--10/04/2018"
"29188","37220-M\s. Gearock Forge Private Limited Unit-2","Green","B01","10/04/18","CfO-Fresh","Granted","94144","10/04/18","AW-106174","AW-106174","31/12/26","10254--10/04/2018"
"29767","34270-M\s. PNC Infratech Ltd.","Orange","CDG","23/03/18","CfO-Fresh","Granted","93764","10/04/18","W-305787","W-305787","14/09/20","10253--10/04/2018"
"26045","18469-Sujay Industries,","Orange","B01","10/04/18","CfO-Re Apply","Granted","94157","10/04/18","AW-106173","AW-106173","31/12/26","10252--10/04/2018"
"29290","34270-M\s. PNC Infratech Ltd.","Orange","CDG","09/03/18","CfO-Fresh","Granted","93401","10/04/18","AW-305786","AW-305786","14/09/20","10251--10/04/2018"
"28706","38776-Sri Siddaramu Hotmix Plant","Orange","MDY","21/03/18","CfO-Renewal","Granted","93861","10/04/18","AW-305785","AW-305785","30/09/21","10250--10/04/2018"
"29846","39422-Pooja Shree Industries","Green","TMK","10/04/18","CfE-Fresh","Granted","94158","10/04/18","CTE-106172","CTE-106172","31/12/23","10249--10/04/2018"
"29428","36752-Kailas Cold Storage","Green","HVR","16/03/18","CfO-Fresh","Granted","93791","10/04/18","AW-106171","AW-106171","31/12/27","10248--10/04/2018"
"23156","33076-Bhagavathi Cashew Industries","Orange","SHM","12/03/18","CfO-Renewal","Granted","94007","10/04/18","AW-305784","AW-305784","30/09/20","10247--10/04/2018"
"27032","36839-Affluence Food Processors Pvt Ltd","Orange","TMK","27/03/18","CfE-Fresh","Granted","93867","10/04/18","CTE-305783","CTE-305783","26/03/23","10246--10/04/2018"
"29374","36784-Chandrakant Enterprises","Orange","SHM","24/03/18","CfO-Renewal","Granted","93985","10/04/18","AW-305782","AW-305782","30/09/22","10245--10/04/2018"
"27984","35491-G.D. Thimmappa Sheregar ( Manjunatha Hot Mix Plant)","Orange","SHM","12/03/18","CfO-Renewal","Granted","93932","10/04/18","AW-305781","AW-305781","18/11/18","10244--10/04/2018"
"28433","36674-Pragathi Steel Castings Pvt Ltd Unit-Ii","Orange","SHM","12/03/18","CfE-Fresh","Granted","94012","10/04/18","CTE-305780","CTE-305780","11/03/23","10243--10/04/2018"
"29465","39023-Jaimatha Rice Industries","Orange","TMK","31/03/18","CfO-Renewal","Granted","93947","10/04/18","AW-305779","AW-305779","30/09/22","10242--10/04/2018"
"29845","39492- m\s. Om Shakthi Oil Mill","Green","B05","10/04/18","CfO-Renewal","Granted","94155","10/04/18","W-106170","W-106170","31/12/16","10241--10/04/2018"
"26572","29775-Sri Radhakrishna Granites,","Green","BR1","09/04/18","CfO-Fresh","Granted","94140","10/04/18","W-106169","W-106169","08/04/28","10240--10/04/2018"
"28776","38336-Sri Anjanadri Granites","Green","TMK","10/04/18","CfO-Renewal","Granted","94153","10/04/18","AW-106168","AW-106168","31/12/27","10239--10/04/2018"
"29593","39353-Chandraya M. Devangoun Hot Mix Plant","Orange","YDG","24/03/18","CfE-Fresh","Granted","93768","10/04/18","CTE-305778","CTE-305778","23/03/23","10238--10/04/2018"
"30087","39776-Sri Ambika Granite Industry","Green","KPL","10/04/18","CfO-Renewal","Granted","94152","10/04/18","W-106167","W-106167","31/12/26","10237--10/04/2018"
"24913","20304-Bhosale Bio Neem","Orange","BJR","27/11/17","CfO-Renewal","Rejected","91635","10/04/18","AWH-AW-105140Rejecte","AWH-AW-105140Rejecte","",""
"27046","37258-Sri Karigiri Food Industries","Orange","TMK","31/03/18","CfO-Renewal","Granted","93943","10/04/18","AW-305777","AW-305777","30/09/22","10236--10/04/2018"
"29079","36763-Pavan Rice Industries","Orange","TMK","27/03/18","CfO-Renewal","Granted","93868","10/04/18","AW-305776","AW-305776","30/09/22","10235--10/04/2018"
"29400","18052-Adhishakthi Cars Private Limited","Orange","SHM","24/03/18","CfO-Renewal","Granted","94009","10/04/18","AW-305775","AW-305775","30/09/22","10234--10/04/2018"
"29687","39345-Lakshmi Granites","Green","TMK","10/04/18","CfO-Renewal","Granted","94151","10/04/18","W-106166","W-106166","31/12/27","10233--10/04/2018"
"28268","20384-Sri.Lingeshwara Rice Industries","Orange","DVG","24/03/18","CfO-Renewal","Granted","93770","10/04/18","AW-305774","AW-305774","30/09/22","10232--10/04/2018"
"30092","39778-Adishwar Granites","Green","KPL","10/04/18","CfO-Renewal","Granted","94150","10/04/18","W-106165","W-106165","31/12/26","10231--10/04/2018"
"28602","22298-S.K.Rice Industries,","Orange","DVG","23/03/18","CfO-Renewal","Granted","93737","10/04/18","AW-305773","AW-305773","30/09/22","10230--10/04/2018"
"30086","39777-Sri Satyananda Granites","Green","KPL","10/04/18","CfO-Renewal","Granted","94141","10/04/18","W-106164","W-106164","31/12/26","10229--10/04/2018"
"27513","37881-Luqman Unani Medical College & Hospital","Orange","BJR","08/03/18","CfO-Fresh","Granted","93369","10/04/18","AW-305772","AW-305772","07/03/23","10228--10/04/2018"
"27472","36022-H.S Granite","Green","TMK","10/04/18","CfO-Renewal","Granted","94148","10/04/18","W-106163","W-106163","31/12/27","10227--10/04/2018"
"25874","20307-Basava Gramodyog Oil Industries","Orange","BJR","21/02/18","CfO-Renewal","Granted","93052","10/04/18","AW-305771","AW-305771","20/02/23","10226--10/04/2018"
"28233","38262-Jayalakshmi Stone Industries","Green","TMK","10/04/18","CfO-Renewal","Granted","94145","10/04/18","W-106162","W-106162","31/12/27","10225--10/04/2018"
"28903","38912-M\s. Trender Innovations Private Limited.,","Green","B08","07/03/18","CfO-Fresh","Granted","94048","10/04/18","W-106161","W-106161","31/12/23","10224--10/04/2018"
"29711","39415-Test-Xgn-22-03-18","Green","KPL","22/03/18","CfE-Fresh","Rejected","93742","10/04/18","CTE-CTE-305563Reject","CTE-CTE-305563Reject","",""
"29984","39552-Mahadev Granites","Green","KPL","10/04/18","CfO-Renewal","Granted","94136","10/04/18","W-106160","W-106160","31/12/26","10223--10/04/2018"
"29252","39108-Sri Lakshmi Enterprises","Green","BR1","26/03/18","CfO-Renewal","Granted","93830","10/04/18","W-106159","W-106159","31/12/27","10222--10/04/2018"
"29601","30420-Sango India Automotive Parts Pvt. Ltd","Orange","RMN","23/03/18","HWM-Fresh","Granted","93761","10/04/18","106158","106158","31/12/22","10221--10/04/2018"
"21715","33436-Durga Mining","Red","MY2","13/10/17","CfO-Renewal","Rejected","90871","10/04/18","AW-AW-305771Rejected","AW-AW-305771Rejected","",""
"29559","39277-New Suvarna Transformers","Green","RMN","21/03/18","CfO-Fresh","Granted","93935","10/04/18","AW-106157","AW-106157","31/12/27","10220--10/04/2018"
"29561","39278-Jyothi Electricals","Green","RMN","21/03/18","CfO-Fresh","Granted","93936","10/04/18","AW-106156","AW-106156","31/12/27","10219--10/04/2018"
"29360","31340-Femee Exports","Green","RMN","29/03/18","CfO-Fresh","Granted","93938","10/04/18","W-106155","W-106155","31/12/26","10218--10/04/2018"
"29268","39113-S P M India Limited","Green","RMN","21/03/18","CfO-Fresh","Granted","93683","10/04/18","AW-106154","AW-106154","31/12/27","10217--10/04/2018"
"29983","39550-Laxmi Granite","Green","KPL","10/04/18","CfO-Renewal","Granted","94135","10/04/18","W-106153","W-106153","31/12/16","10216--10/04/2018"
"28051","35487-Berrykem India Pvt Ltd","Green","TMK","09/04/18","CfO-Fresh","Granted","94133","09/04/18","AW-106152","AW-106152","31/12/27","10215--09/04/2018"
"26833","11611-Dimo Castings Pvt.Ltd","Orange","B02","27/03/18","CfE-Expand","Granted","93850","09/04/18","CTE-305770","CTE-305770","08/04/23","10214--09/04/2018"
"29531","39307-Sri Laxmi Venkatadri Agro Foods","Green","RCH","09/04/18","CfO-Expand","Granted","94118","09/04/18","AW-106151","AW-106151","31/12/22","10213--09/04/2018"
"29470","38964-Surya Granite Industries","Green","TMK","09/04/18","CfO-Renewal","Granted","94125","09/04/18","W-106150","W-106150","31/12/27","10212--09/04/2018"
"29247","16781-Gowri Prints","Green","B07","14/03/18","CfO-Renewal","Granted","93499","09/04/18","AW-106149","AW-106149","31/12/26","10211--09/04/2018"
"29477","39266-S S Granite","Green","BR1","09/04/18","CfO-Renewal","Granted","94126","09/04/18","W-106148","W-106148","31/12/27","10210--09/04/2018"
"29466","39097-Halda Office Systems Private Limited","Green","BR1","26/03/18","CfO-Renewal","Granted","93815","09/04/18","AW-106147","AW-106147","31/12/27","10209--09/04/2018"
"29434","35619-VSTTillers Tractors Limited","Orange","KLR","20/03/18","CfO-Fresh","Granted","93655","09/04/18","AW-305769","AW-305769","30/09/22","10208--09/04/2018"
"28531","38645-Surakshaa Car Care Private Limited","Orange","KLR","15/03/18","CfO-Fresh","Granted","93546","09/04/18","AW-305768","AW-305768","30/09/22","10207--09/04/2018"
"25935","31044-Daycare Paper Converters","Green","RMN","14/11/17","CfO-Fresh","Granted","91358","09/04/18","W-106146","W-106146","31/12/26","10206--09/04/2018"
"23704","15108-Raj Rajeshwari Industries,","Orange","B01","31/03/18","CfO-Renewal","Granted","93951","09/04/18","AW-305767","AW-305767","30/09/21","10205--09/04/2018"
