"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"24595","34970-Kathare Nursing Home And Multispeciality Hospital","Orange","BGK","16/12/17","CfO-Renewal","Granted","91970","17/12/17","AW-304611","AW-304611","30/09/21","8153--17/12/2017"
"23943","10900-M.C.O Hospitals Aids Pvt, Ltd.,","Orange","DHW","13/09/17","CfO-Renewal","Granted","91930","17/12/17","AW-304610","AW-304610","30/09/21","8152--17/12/2017"
"24889","35116-Denissons Hotel (Unit Of Drn Hospitalities Pvt Ltd.,)","Orange","DHW","17/10/17","CfO-Renewal","Granted","91680","17/12/17","AW-304609","AW-304609","30/09/22","8151--17/12/2017"
"26608","31736-Manjunath Garag","Orange","BE1","15/12/17","CfO-Fresh","Granted","91954","17/12/17","AW-304608","AW-304608","30/09/21","8150--17/12/2017"
"25877","35225-Prasad Engineering,","Orange","BE1","30/11/17","CfO-Fresh","Granted","91711","17/12/17","AW-304607","AW-304607","30/09/21","8149--17/12/2017"
"25634","34806-Beardsell Limited","Orange","KLR","13/12/17","CfO-Renewal","Granted","91895","16/12/17","AW-304606","AW-304606","30/09/22","8148--16/12/2017"
"26948","37260-Shree Renukadevi Textiles","Green","GDG","16/12/17","CfE-Fresh","Granted","91981","16/12/17","CTE-105249","CTE-105249","15/12/16","8147--16/12/2017"
"23072","12314-S.K Steel Industries","Red","B06","11/07/17","CfO-Renewal","Granted","89449","16/12/17","W-304605","W-304605","30/06/22","8146--16/12/2017"
"24740","13154-GAIAGEN TECHNOLOGIES Pvt Ltd, Unit-2(Formerly pest control Pvt Ltd)","Orange","B06","04/10/17","CfE-Expand","Granted","90737","16/12/17","CTE-304604","CTE-304604","30/06/22","8145--16/12/2017"
"23078","12910-SK Brothers","Red","B06","11/07/17","CfO-Renewal","Granted","89454","16/12/17","W-304603","W-304603","30/06/22","8144--16/12/2017"
"25316","35308-Kadur Timbers","Green","CKM","04/12/17","CfO-Renewal","Granted","91945","16/12/17","A-105248","A-105248","31/12/16","8143--16/12/2017"
"26118","36546-Beeralingeshwara Flour Mill","Green","CKM","14/11/17","CfO-Fresh","Granted","91941","16/12/17","A-105247","A-105247","13/11/16","8142--16/12/2017"
"26126","34881-Acqua Systems","Orange","KLR","14/12/17","CfE-Fresh","Granted","91918","16/12/17","CTE-304602","CTE-304602","13/12/20","8141--16/12/2017"
"26553","18055-Kopper Plant Electric India Private Limited","Orange","KLR","14/12/17","CfO-Renewal","Granted","91914","16/12/17","AW-304601","AW-304601","30/09/18","8140--16/12/2017"
"26555","14810-Somani Alloys","Orange","KLR","15/12/17","CfO-Renewal","Granted","91967","16/12/17","AW-304600","AW-304600","30/09/21","8139--16/12/2017"
"25718","10139-Wipro Ge Healthcare Pvt. Ltd.,","Orange","B10","01/12/17","CfO-Expand","Granted","91742","16/12/17","W-304599","W-304599","30/09/21","8138--16/12/2017"
"26997","33871-Roshan Foams","Orange","KLR","15/12/17","CfO-Fresh","Granted","91968","16/12/17","AW-304598","AW-304598","30/09/21","8137--16/12/2017"
"25409","34944-B.G. Dodmani Agro Industries","Green","DHW","30/11/17","CfO-Fresh","Granted","91938","16/12/17","AW-105246","AW-105246","31/12/26","8136--16/12/2017"
"26030","11426-Ovobel Foods Limited","Orange","KLR","14/12/17","HWM-Renewal","Granted","91923","16/12/17","304597","304597","30/09/21","8135--16/12/2017"
"23178","31503-Bajaj Earths Pvt. Ltd.","Orange","BDR","12/10/17","CfO-Fresh","Granted","90849","16/12/17","AWH-304596","AWH-304596","30/09/22","8134--16/12/2017"
"26351","36659-Umapathi Stone Industry (Ready Mix Concrete Plant)","Green","KPL","16/12/17","CfE-Fresh","Granted","91969","16/12/17","CTE-105245","CTE-105245","17/12/19","8133--16/12/2017"
"26223","36625-M\s Sri Krishna Brickets","Green","UDP","15/12/17","CfE-Fresh","Granted","91963","16/12/17","CTE-105244","CTE-105244","14/12/22","8132--16/12/2017"
"26556","36800-Sri Sowparnika Packaged Drinking Water","Green","UDP","15/12/17","CfE-Fresh","Granted","91957","15/12/17","CTE-105243","CTE-105243","14/12/22","8131--15/12/2017"
"26742","37131-Aneev Industries","Green","UDP","15/12/17","CfE-Fresh","Granted","91965","15/12/17","CTE-105242","CTE-105242","14/12/22","8130--15/12/2017"
"23844","34635-Real Instant Foods","Green","B09","16/08/17","CfO-Fresh","Granted","90090","15/12/17","W-105241","W-105241","31/12/26","8129--15/12/2017"
"26807","37133-Kanrad Technologies India Pvt Lted","Green","B05","15/12/17","CfO-Fresh","Granted","91960","15/12/17","W-105240","W-105240","31/12/16","8128--15/12/2017"
"27017","19098-Rathna & Co","Green","B09","15/12/17","CfO-Renewal","Granted","91953","15/12/17","AW-105239","AW-105239","31/12/20","8127--15/12/2017"
"26805","37167-Grasko Solutions Pvt Ltd","Green","B05","15/12/17","CfO-Fresh","Granted","91961","15/12/17","AW-105238","AW-105238","31/12/26","8126--15/12/2017"
"24513","17661-St Theresas Hospital","Orange","B04","28/11/17","CfO-Renewal","Granted","91666","15/12/17","AW-304595","AW-304595","30/09/22","8125--15/12/2017"
"21458","33412-Mediscope Hospital Pvt Ltd","Orange","B03","11/12/17","CfO-Fresh","Granted","91874","15/12/17","AW-304594","AW-304594","30/09/22","8124--15/12/2017"
"24009","33884-Institute Of Stem Cell Biology & Regenerative Medicine,","Red","B08","06/10/17","CfO-Fresh","Granted","90761","15/12/17","AW-304593","AW-304593","30/06/22","8123--15/12/2017"
"26326","36649-Suresh S Bhoomaraddi Hot Mix Plant","Orange","KPL","06/12/17","CfO-Renewal","Granted","91787","15/12/17","AW-304592","AW-304592","30/09/19","8122--15/12/2017"
"21250","12474-M/s. Ion Exchange (India) Ltd.,","Red","B10","23/08/17","CfO-Renewal","Granted","90150","15/12/17","AW-304591","AW-304591","30/06/22","8121--15/12/2017"
"23611","30427-Chemitals Private Limited ( formerly Rajeshwari copper industry)","Red","BR3","08/08/17","CfO-Fresh","Granted","90000","15/12/17","AW-304590","AW-304590","30/06/22","8120--15/12/2017"
"21969","22468-Shivashakthi Rubbers,","Red","B01","19/10/17","CfO-Renewal","Granted","90934","15/12/17","AW-304589","AW-304589","30/06/22","8119--15/12/2017"
"26633","36695-Aparna Enterprises Limited, Unit Rmc","Green","B01","15/12/17","CfO-Fresh","Granted","91937","15/12/17","AW-105237","AW-105237","31/12/26","8118--15/12/2017"
"26793","37172-Stevia World Agrotech Pvt Ltd","Green","B11","15/12/17","CfO-Fresh","Granted","91946","15/12/17","W-105236","W-105236","31/12/27","8117--15/12/2017"
"25953","35908-Shilpa Medicare Limited","Orange","BR3","28/11/17","CfE-Fresh","Granted","91660","15/12/17","CTE-304588","CTE-304588","30/09/22","8116--15/12/2017"
"27044","32844-Test Case 01.03.2017","Green","KPL","15/12/17","CfE-Fresh","Granted","91936","15/12/17","CTE-105235","CTE-105235","14/12/16","8115--15/12/2017"
"26935","11234-Nous Infosystems Pvt Ltd","Green","B05","15/12/17","CfO-Renewal","Granted","91933","15/12/17","A-105234","A-105234","31/12/22","8114--15/12/2017"
